G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.12442646763350582,2500,1102,0,1102,0,1,1,0,10,10,,0,
0,0.13267994567677682,2500,940,25,940,0,2,0.973404255319149,25,10,10,,0.026595744680851064,1
0,0.1089088220164609,2500,864,0,864,0,3,1,0,10,10,,0,
0,0.1037027840002671,2500,979,0,979,0,4,1,0,10,10,,0,
0,0.11069243700126273,2500,1069,0,1069,0,5,1,0,10,10,,0,
0,0.11459151740867647,2500,1131,0,1131,0,6,1,0,10,10,,0,
0,0.1264782004881744,2500,872,0,872,0,7,1,0,10,10,,0,
0,0.10597151245571242,2500,1204,0,1204,0,8,1,0,10,10,,0,
0,0.1142066093534763,2500,938,0,938,0,9,1,0,10,10,,0,
0,0.1254726643598616,2500,850,121,850,0,10,0.8576470588235294,121,10,10,,0.1423529411764706,1
