G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.5337499815088859,5125.0,1351,0,1351,0,1,1,0,2,1,,0,
0,0.6527788889564485,5125.0,2236,0,2236,0,3,1,0,2,1,,0,
0,0.7653431692119033,5125.0,3683,0,3683,0,5,1,0,2,1,,0,
1067.0000000000002,0.8515422083341679,5125.0,6192,0,6192,0,7,1,0,2,1,,0,
0,0.5607380449659943,5125.0,1535,0,1535,0,9,1,0,2,1,,0,
