kappa,concentration,mu,monotonicity,seed,delta_control,delta_treatment,delta_reduction,relief_ratio,phi_control,phi_treatment,control_run_id,control_status,treatment_run_id,treatment_status,dealer_total_pnl,dealer_total_return,dealer_profitable,spread_income_total,mean_trader_return,fraction_profitable_traders,liquidity_driven_sales,rescue_events,total_trades,unsafe_buy_count,fraction_unsafe_buys
2,2,1,0,136,1,1,0,0,0,0,comparison_control_d1624ac8241f,completed,comparison_treatment_03e62f1d2506,completed,-3.3818101499661517,-0.002705448119972921,False,0.5473949440856858,0.0,0.0,0,0,20,0,0.0
2,5,0,0,137,0.9872233400402414486921529175,0.9872233400402414486921529175,0E-28,0,0.01277665995975855130784708249,0.01277665995975855130784708249,comparison_control_d1f59353222e,completed,comparison_treatment_6e79030a7efb,completed,-10.971253419605134,-0.008777002735684106,False,0.22002513373916252,0.0,0.0,0,0,10,0,0.0
2,5,0.25,0,138,1,1,0,0,0,0,comparison_control_47b2cac27474,completed,comparison_treatment_0a03d1b2fdc6,completed,-3.4240106396664047,-0.0027392085117331237,False,0.5876765550025226,0.0,0.0,0,0,20,0,0.0
2,5,0.5,0,139,1,1,0,0,0,0,comparison_control_7cb19c694a79,completed,comparison_treatment_292eaed1716d,completed,-3.4806134040136314,-0.002784490723210905,False,0.667164285109936,0.0,0.0,0,0,20,0,0.0
2,5,0.75,0,140,0.9961805206553422454518042014,0.9961805206553422454518042014,0E-28,0,0.003819479344657754548195798573,0.003819479344657754548195798573,comparison_control_86807384e495,completed,comparison_treatment_d99c0ac275a0,completed,-3.330255412894565,-0.002664204330315652,False,0.6849382032835271,0.0,0.0,0,0,20,0,0.0
2,5,1,0,141,1,0.9846277504270069325831407616,0.0153722495729930674168592384,0.0153722495729930674168592384,0,0.01537224957299306741685923842,comparison_control_6528a17a2327,completed,comparison_treatment_0354e13f6eda,completed,-2.3777319729604613,-0.001902185578368369,False,0.6453782166574433,0.0,0.0,0,0,20,0,0.0
4,0.2,0,0,142,1,1,0,0,0,0,comparison_control_98905fec541c,completed,comparison_treatment_400fc2b1fb25,completed,-10.94261549853655,-0.01750818479765848,False,0.42064087228560915,0.0,0.0,0,0,10,0,0.0
4,0.2,0.25,0,143,0.9998995883120795260568330154,0.9998995883120795260568330154,0E-28,0,0.0001004116879204739431669846370,0.0001004116879204739431669846370,comparison_control_7bbff5c6a623,completed,comparison_treatment_fa65c329c9a3,completed,-1.5091774015458226,-0.0024146838424733163,False,1.2774457729460211,0.0008714450200285009,1.0,0,0,21,0,0.0
4,0.2,0.5,0,144,1,1,0,0,0,0,comparison_control_6e28a3e5333f,completed,comparison_treatment_4116a26180f5,completed,-2.644540722435459,-0.0042312651558967344,False,0.7431324404587574,0.0,0.0,0,0,20,0,0.0
4,0.2,0.75,0,145,0.9974912192674360260913196187,0.9974912192674360260913196187,0E-28,0,0.002508780732563973908680381335,0.002508780732563973908680381335,comparison_control_9902eb536dcf,completed,comparison_treatment_e76bff507252,completed,-1.3637468343060448,-0.002181994934889672,False,1.003622419021704,0.0,0.0,0,0,20,0,0.0
4,0.2,1,0,146,1,1,0,0,0,0,comparison_control_a7cc70f552bf,completed,comparison_treatment_e4055e380043,completed,-3.4101366396761135,-0.0054562186234817815,False,0.7871215597283717,0.0,0.0,0,0,20,0,0.0
4,0.5,0,0,147,1,1,0,0,0,0,comparison_control_a8dd453f522a,completed,comparison_treatment_861f1814d7f1,completed,-10.94261549853655,-0.01750818479765848,False,0.5450243835112256,0.0,0.0,0,0,10,0,0.0
4,0.5,0.25,0,148,1,1,0,0,0,0,comparison_control_c988b7df7710,completed,comparison_treatment_389c06d94383,completed,-3.2082113500534555,-0.005133138160085529,False,2.1554340310441598,-4.28830258263023e-06,0.0,0,0,21,0,0.0
4,0.5,0.5,0,149,0.9994977902772197669746886300,0.9994977902772197669746886300,0E-28,0,0.0005022097227802330253113700281,0.0005022097227802330253113700281,comparison_control_55b1f7f27d2d,completed,comparison_treatment_d0f83279d113,completed,-3.263247837688627,-0.005221196540301803,False,1.0658813641008966,0.0,0.0,0,0,20,0,0.0
4,0.5,0.75,0,150,1,1,0,0,0,0,comparison_control_4a5d5c3a97b1,completed,comparison_treatment_51f11815722f,completed,-2.310615108575635,-0.003696984173721016,False,1.2589565230726558,0.0,0.0,0,0,20,0,0.0
4,0.5,1,0,151,1,1,0,0,0,0,comparison_control_aacae1a26ce4,completed,comparison_treatment_61c1f198d652,completed,-3.363746834306045,-0.005381994934889672,False,0.8439143553284402,0.0,0.0,0,0,20,0,0.0
4,1,0,0,152,1,1,0,0,0,0,comparison_control_41c04609c992,completed,comparison_treatment_ab55e540236d,completed,-10.94261549853655,-0.01750818479765848,False,0.33791635995583363,0.0,0.0,0,0,10,0,0.0
4,1,0.25,0,153,0.9992968357609241587142139628,0.9992968357609241587142139628,0E-28,0,0.0007031642390758412857860371673,0.0007031642390758412857860371673,comparison_control_90fd411a90c4,completed,comparison_treatment_1270fb8b6c33,completed,-3.263247837688627,-0.005221196540301803,False,1.3050015119652958,0.0,0.0,0,0,20,0,0.0
4,1,0.5,0,154,1,1,0,0,0,0,comparison_control_9dee9b00d05d,completed,comparison_treatment_b7284fd8ceb7,completed,-1.4613316617592933,-0.0023381306588148693,False,1.0450998845255517,0.0,0.0,0,0,20,0,0.0
4,1,0.75,0,155,1,1,0,0,0,0,comparison_control_f95f23f6b04c,completed,comparison_treatment_586da3112ebc,completed,-2.601982096850518,-0.004163171354960828,False,1.056609693259244,0.0,0.0,0,0,20,0,0.0
4,1,1,0,156,1,1,0,0,0,0,comparison_control_881578fc8db4,completed,comparison_treatment_233ab27a2660,completed,-1.4101366396761135,-0.0022562186234817813,False,0.9957066539803954,0.0,0.0,0,0,20,0,0.0
4,2,0,0,157,1,1,0,0,0,0,comparison_control_83c26946d5bd,completed,comparison_treatment_57c4660393d3,completed,-10.94261549853655,-0.01750818479765848,False,0.41850386455649613,0.0,0.0,0,0,10,0,0.0
4,2,0.25,0,158,1,0.9914547099628028551322006635,0.0085452900371971448677993365,0.0085452900371971448677993365,0,0.008545290037197144867799336483,comparison_control_5ddc9792abd4,completed,comparison_treatment_ca204522649a,completed,-3.4613316617592935,-0.0055381306588148695,False,1.2748467068656204,0.0,0.0,0,0,20,0,0.0
4,2,0.5,0,159,1,1,0,0,0,0,comparison_control_2b5e8312de7b,completed,comparison_treatment_b08676b0752c,completed,-4.314944156720473,-0.006903910650752756,False,1.7721864560343379,0.0,0.0,0,0,20,0,0.0
4,2,0.75,0,160,1,0.9919646444355162715950180796,0.0080353555644837284049819204,0.0080353555644837284049819204,0,0.008035355564483728404981920449,comparison_control_9245f0e73825,completed,comparison_treatment_0ffa9b9d5adb,completed,-4.314944156720473,-0.006903910650752756,False,1.6691903109775963,0.0,0.0,0,0,20,0,0.0
4,2,1,0,161,1,1,0,0,0,0,comparison_control_056ef4c90c53,completed,comparison_treatment_d8c7680aae88,completed,-1.5349793298806456,-0.002455966927809033,False,1.1699725838527948,0.0,0.0,0,0,20,0,0.0
4,5,0,0,162,1,1,0,0,0,0,comparison_control_53e3c43767b9,completed,comparison_treatment_414a37696c6e,completed,-10.94261549853655,-0.01750818479765848,False,0.5208709054103791,0.0,0.0,0,0,10,0,0.0
4,5,0.25,0,163,1,0.9888453421766656617425384383,0.0111546578233343382574615617,0.0111546578233343382574615617,0,0.01115465782333433825746156165,comparison_control_afa22bec4bb9,completed,comparison_treatment_029c1d62b710,completed,-1.5091774015458226,-0.0024146838424733163,False,1.4399743317754738,0.0,0.0,0,0,20,0,0.0
4,5,0.5,0,164,1,1,0,0,0,0,comparison_control_c69039ac85de,completed,comparison_treatment_044f19c2d01d,completed,-3.363746834306045,-0.005381994934889672,False,1.4450885771101663,0.0,0.0,0,0,20,0,0.0
4,5,0.75,0,165,1,1,0,0,0,0,comparison_control_28923730f664,completed,comparison_treatment_f344f7749633,completed,-2.310615108575635,-0.003696984173721016,False,1.2989652506244291,0.0,0.0,0,0,20,0,0.0
4,5,1,0,166,1,1,0,0,0,0,comparison_control_de5bab302927,completed,comparison_treatment_f0a9cfc9a94f,completed,-3.3149441567204727,-0.005303910650752756,False,1.2323013013873998,0.0,0.0,0,0,20,0,0.0
