kappa,concentration,mu,monotonicity,seed,delta_control,delta_treatment,delta_reduction,relief_ratio,phi_control,phi_treatment,control_run_id,control_status,treatment_run_id,treatment_status,dealer_total_pnl,dealer_total_return,dealer_profitable,spread_income_total,mean_trader_return,fraction_profitable_traders,liquidity_driven_sales,rescue_events,total_trades,unsafe_buy_count,fraction_unsafe_buys
0.5,0.2,0.75,0,70,0.9199036434808792532369768142,0.9199036434808792532369768142,0E-28,0,0.08009635651912074676302318579,0.08009635651912074676302318579,comparison_control_1a845ca84c63,completed,comparison_treatment_8fad34b5ea0b,completed,-2.839953915432637,-0.0005679907830865275,False,0.02973264290719287,0.0,0.0,0,0,12,0,0.0
0.5,0.2,1,0,71,0.9482187656798795785248369293,0.9482187656798795785248369293,0E-28,0,0.05178123432012042147516307075,0.05178123432012042147516307075,comparison_control_e93c85d1b1fd,completed,comparison_treatment_6e597e22512c,completed,-2.090463576386964,-0.0004180927152773928,False,0.11917234479193516,0.0,0.0,0,0,14,0,0.0
0.5,0.5,0,0,72,0.9998994974874371859296482412,0.9998994974874371859296482412,0E-28,0,0.0001005025125628140703517587940,0.0001005025125628140703517587940,comparison_control_eb58e230878c,completed,comparison_treatment_16c4e8b07f40,completed,-10.992803345676137,-0.0021985606691352273,False,0.06809163977528623,0.0,0.0,0,0,10,0,0.0
0.5,0.5,0.25,0,73,0.9231233041905336147120892373,0.9231233041905336147120892373,0E-28,0,0.07687669580946638528791076274,0.07687669580946638528791076274,comparison_control_39a9c775ff34,completed,comparison_treatment_df2270c98b41,completed,-4.244753747092308,-0.0008489507494184616,False,0.07363818256122069,0.0,0.0,0,0,14,0,0.0
0.5,0.5,0.5,0,74,0.9397166683412036571887873003,0.8993268361298101075052747915,0.0403898322113935496835125088,0.04298086175558644285256067573,0.06028333165879634281121269970,0.1006731638701898924947252085,comparison_control_eae6a678be61,completed,comparison_treatment_a1bcdf9a6455,completed,-2.343433255665362,-0.0004686866511330724,False,0.06491445408397312,9.807120771697009e-08,1.0,0,0,12,0,0.0
0.5,0.5,0.75,0,75,1,1,0,0,0,0,comparison_control_5a9e2d065a68,completed,comparison_treatment_db7261e2788a,completed,-2.5445737830851094,-0.0005089147566170219,False,0.0716712779893001,0.0,0.0,0,0,14,0,0.0
0.5,0.5,1,0,76,0.9852290996784565916398713826,0.9399115755627009646302250804,0.0453175241157556270096463022,0.04599694033656297807241203463,0.01477090032154340836012861736,0.06008842443729903536977491961,comparison_control_519326473aab,completed,comparison_treatment_6db39e9839b1,completed,-2.444993483317725,-0.000488998696663545,False,0.06507807813437312,0.0,0.0,0,0,12,0,0.0
0.5,1,0,0,77,0.8996783273019702452754322477,0.8996783273019702452754322477,0E-28,0,0.1003216726980297547245677523,0.1003216726980297547245677523,comparison_control_a6e7745f37cd,completed,comparison_treatment_806d39a3eb86,completed,-10.992803345676137,-0.0021985606691352273,False,0.05754188898114735,0.0,0.0,0,0,10,0,0.0
0.5,1,0.25,0,78,0.9785929648241206030150753769,0.8777889447236180904522613065,0.1008040201005025125628140704,0.1030091403923179624114203554,0.02140703517587939698492462312,0.1222110552763819095477386935,comparison_control_06d8141b32e8,completed,comparison_treatment_8147c72d78c8,completed,-9.941694209096177,-0.0019883388418192355,False,0.1218015109871451,0.0,0.0,0,0,15,0,0.0
0.5,1,0.5,0,79,0.9619248543299176210568615632,0.9357042395017078561382358851,0.0262206148282097649186256781,0.02725848563968668407310704959,0.03807514567008237894313843681,0.06429576049829214386176411493,comparison_control_69aecc6399e7,completed,comparison_treatment_e3bfcc2954df,completed,-3.494243363492743,-0.0006988486726985486,False,0.08476494068300092,0.0,0.0,0,0,12,0,0.0
0.5,1,0.75,0,80,0.9926618415761962203457981504,0.9601930036188178528347406514,0.0324688379573783675110574990,0.03270886075949367088607594937,0.007338158423803779654201849618,0.03980699638118214716525934861,comparison_control_7d8bc22e07c5,completed,comparison_treatment_cabd7885fbc9,completed,-2.2942434354208037,-0.0004588486870841607,False,0.17626059480669326,0.0,0.0,0,0,15,0,0.0
0.5,1,1,0,81,0.9669413183279742765273311897,0.9330787781350482315112540193,0.0338625401929260450160771704,0.03502026395095084692923204820,0.03305868167202572347266881029,0.06692122186495176848874598071,comparison_control_5795c9d86a6b,completed,comparison_treatment_805661736d13,completed,-1.4949634893165251,-0.00029899269786330505,False,0.13259686192257952,0.0005449085429213784,1.0,0,0,14,0,0.0
0.5,2,0,0,82,0.5411351079859367152184831743,0.5411351079859367152184831743,0E-28,0,0.4588648920140632847815168257,0.4588648920140632847815168257,comparison_control_cc0cd16be59d,completed,comparison_treatment_47061e13439f,completed,-10.992803345676137,-0.0021985606691352273,False,0.08453000876415354,0.0,0.0,0,0,10,0,0.0
0.5,2,0.25,0,83,0.8943506232408524326497788500,0.7350221149979895456373140330,0.1593285082428628870124648170,0.1781499381814094638642238956,0.1056493767591475673502211500,0.2649778850020104543626859670,comparison_control_3c5b734c670d,completed,comparison_treatment_61ac3b7e3e92,completed,-4.146792152360895,-0.0008293584304721789,False,0.0885082000975479,0.0003119373661762449,1.0,0,0,9,0,0.0
0.5,2,0.5,0,84,0.9325424751181260681612546496,0.9325424751181260681612546496,0E-28,0,0.06745752488187393183874535037,0.06745752488187393183874535037,comparison_control_d7dca7a47b64,completed,comparison_treatment_88023ca2e653,completed,-1.5987407914100633,-0.0003197481582820127,False,0.02504499100179964,0.0,0.0,0,0,4,0,0.0
0.5,2,0.75,0,85,0.8341875188423274042809767863,0.8341875188423274042809767863,0E-28,0,0.1658124811576725957190232137,0.1658124811576725957190232137,comparison_control_a04cccd245d7,completed,comparison_treatment_1987bbfb0f6c,completed,-3.1467921523608946,-0.000629358430472179,False,0.05338932213557288,0.0,0.0,0,0,8,0,0.0
0.5,2,1,0,86,1,0.5461213826366559485530546624,0.4538786173633440514469453376,0.4538786173633440514469453376,0,0.4538786173633440514469453376,comparison_control_3cf9ceb5fda0,completed,comparison_treatment_1b406e1619a2,completed,-7.095743009671447,-0.0014191486019342894,False,0.07645470905818837,0.0,0.0,0,0,9,0,0.0
0.5,5,0,0,87,0,0,0,0,1,1,comparison_control_a091469891d8,completed,comparison_treatment_3e4fd2bbc645,completed,-1.0998201079208618,-0.00021996402158417237,False,0.009418116376724656,0.0,0.0,0,0,1,0,0.0
0.5,5,0.25,0,88,1,0,1,1,0,1,comparison_control_37df82158852,completed,comparison_treatment_32de082c1ff5,completed,-4.648291133140279,-0.0009296582266280557,False,0.03227354529094181,0.0,0.0,0,0,4,0,0.0
0.5,5,0.5,0,89,0.7303788563963420761732489197,0,0.7303788563963420761732489197,1,0.2696211436036579238267510803,1,comparison_control_6a998b4082ff,completed,comparison_treatment_98e947b2ee59,completed,-1.1996402158417236,-0.00023992804316834475,False,0.01715656868626275,0.0,0.0,0,0,1,0,0.0
0.5,5,0.75,0,90,0.4969343652628404864810533722,0,0.4969343652628404864810533722,1,0.5030656347371595135189466278,1,comparison_control_461110d31404,completed,comparison_treatment_91a2247b061b,completed,-1.1996402158417236,-0.00023992804316834475,False,0.0065986802639472104,0.0,0.0,0,0,1,0,0.0
0.5,5,1,0,91,0,0,0,0,1,1,comparison_control_83943ff20d9c,completed,comparison_treatment_ac4bcad998db,completed,-2.199520311764985,-0.00043990406235299703,False,0.01199760047990402,0.0,0.0,0,0,2,0,0.0
1,0.2,0,0,92,0.9647625740387511294046782452,0.9647625740387511294046782452,0E-28,0,0.03523742596124887059532175484,0.03523742596124887059532175484,comparison_control_84ce9279a1e1,completed,comparison_treatment_690679d7a266,completed,-10.985613519090487,-0.0043942454076361945,False,0.0996351058408975,0.0,0.0,0,0,10,0,0.0
1,0.2,0.25,0,93,1,1,0,0,0,0,comparison_control_6f8c9c9a115e,completed,comparison_treatment_7154aef34ab2,completed,-3.5397536567722336,-0.0014159014627088936,False,0.10574830458214074,0.0,0.0,0,0,14,0,0.0
1,0.2,0.5,0,94,0.9852439269223047580807066854,0.9852439269223047580807066854,0E-28,0,0.01475607307769524191929331460,0.01475607307769524191929331460,comparison_control_fc166e46887a,completed,comparison_treatment_4e505b51d2ba,completed,-2.3846546449536605,-0.0009538618579814643,False,0.2639572661175704,0.0,0.0,0,0,20,0,0.0
1,0.2,0.75,0,95,1,1,0,0,0,0,comparison_control_2370f209c043,completed,comparison_treatment_0bfb3d9559f0,completed,-2.588973202773549,-0.0010355892811094196,False,0.2899500680104061,0.0,0.0,0,0,19,0,0.0
1,0.2,1,0,96,0.9994979415603976302841650768,0.9994979415603976302841650768,0E-28,0,0.0005020584396023697158349231851,0.0005020584396023697158349231851,comparison_control_5d5926d9cea2,completed,comparison_treatment_43913bf5b837,completed,-1.2907730573382155,-0.0005163092229352862,False,0.42956038530520124,0.00043754828434267306,1.0,0,0,18,0,0.0
1,0.5,0,0,97,0.9901537224957299306741685924,0.9901537224957299306741685924,0E-28,0,0.009846277504270069325831407616,0.009846277504270069325831407616,comparison_control_b4dc27d78a76,completed,comparison_treatment_d1bf87d3f40e,completed,-10.985613519090487,-0.0043942454076361945,False,0.14197779831357002,0.0,0.0,0,0,10,0,0.0
1,0.5,0.25,0,98,0.9951729686242960579243765084,0.9951729686242960579243765084,0E-28,0,0.004827031375703942075623491553,0.004827031375703942075623491553,comparison_control_b84bfe7505e9,completed,comparison_treatment_61a1f1669df4,completed,-4.190292076680756,-0.0016761168306723025,False,0.22875047199676465,0.0,0.0,0,0,20,0,0.0
1,0.5,0.5,0,99,0.9989952778056867276198131217,0.9989952778056867276198131217,0E-28,0,0.001004722194313272380186878328,0.001004722194313272380186878328,comparison_control_25963bbf752e,completed,comparison_treatment_70b5b805ee67,completed,-2.2907730573382157,-0.0009163092229352863,False,0.3476777014070708,0.0,0.0,0,0,20,0,0.0
1,0.5,0.75,0,100,1,1,0,0,0,0,comparison_control_a7d1f369903b,completed,comparison_treatment_4c01b225c590,completed,-1.388853155443886,-0.0005555412621775544,False,0.28166683939762954,0.0,0.0,0,0,20,0,0.0
1,0.5,1,0,101,0.9931678890786697478147292274,0.9931678890786697478147292274,0E-28,0,0.006832110921330252185270772630,0.006832110921330252185270772630,comparison_control_775ad997165c,completed,comparison_treatment_0340625f5ded,completed,-2.4884937304090635,-0.0009953974921636255,False,0.3733790178895531,0.0,0.0,0,0,20,0,0.0
1,1,0,0,102,0.9858319935691318327974276527,0.9858319935691318327974276527,0E-28,0,0.01416800643086816720257234727,0.01416800643086816720257234727,comparison_control_ffef49bb54d0,completed,comparison_treatment_b9642f4710e6,completed,-10.985613519090487,-0.0043942454076361945,False,0.14654422920247234,0.0,0.0,0,0,10,0,0.0
1,1,0.25,0,103,0.9685395517137400743793346065,0.9685395517137400743793346065,0E-28,0,0.03146044828625992562066539351,0.03146044828625992562066539351,comparison_control_99064afa8c4e,completed,comparison_treatment_eaacf35ac94c,completed,-4.290773057338216,-0.0017163092229352862,False,0.34579284691253637,0.0,0.0,0,0,20,0,0.0
1,1,0.5,0,104,1,1,0,0,0,0,comparison_control_0ed51bf124a1,completed,comparison_treatment_351c3dcf1cfb,completed,-2.5391531308598916,-0.0010156612523439567,False,0.3216589950448623,0.0,0.0,0,0,20,0,0.0
1,1,0.75,0,105,0.9804946712246129097124472150,0.9804946712246129097124472150,0E-28,0,0.01950532877538709028755278504,0.01950532877538709028755278504,comparison_control_8631e9c7a20a,completed,comparison_treatment_1c6d9ac84a84,completed,-3.490293297088792,-0.001396117318835517,False,0.2511221584023103,0.0,0.0,0,0,20,0,0.0
1,1,1,0,106,1,1,0,0,0,0,comparison_control_b7eb0af0c86d,completed,comparison_treatment_833c19a3febd,completed,-1.4884937304090637,-0.0005953974921636255,False,0.4488807758196595,0.0,0.0,0,0,20,0,0.0
1,2,0,0,107,0.9834137515078407720144752714,0.9834137515078407720144752714,0E-28,0,0.01658624849215922798552472859,0.01658624849215922798552472859,comparison_control_4354f7edb16c,completed,comparison_treatment_aba2b68b68d0,completed,-10.985613519090487,-0.0043942454076361945,False,0.12949021335152766,0.0,0.0,0,0,10,0,0.0
1,2,0.25,0,108,0.9911531114909017794309842163,0.9729566703528702121242585704,0.0181964411380315673067256459,0.01835885992494167765493457752,0.008846888509098220569015783653,0.02704332964712978787574142959,comparison_control_51aeb9af1338,completed,comparison_treatment_1c74f526c23a,completed,-3.390894254138997,-0.0013563577016555987,False,0.2708537420863523,0.0,0.0,0,0,20,0,0.0
1,2,0.5,0,109,1,1,0,0,0,0,comparison_control_80b4e96325af,completed,comparison_treatment_d043c86f6349,completed,-5.189933010467789,-0.0020759732041871156,False,0.27894674705358274,0.0,0.0,0,0,20,0,0.0
1,2,0.75,0,110,1,1,0,0,0,0,comparison_control_9874fff3a152,completed,comparison_treatment_80814ad03222,completed,-1.484534740876922,-0.0005938138963507688,False,0.40635320217649773,0.0,0.0,0,0,20,0,0.0
1,2,1,0,111,0.9908515130190007037297677692,0.9908515130190007037297677692,0E-28,0,0.009148486980999296270232230823,0.009148486980999296270232230823,comparison_control_fc9dbe38a67d,completed,comparison_treatment_03a553d02e70,completed,-1.5363946187616475,-0.0006145578475046591,False,0.37304343388643363,0.0,0.0,0,0,20,0,0.0
1,5,0,0,112,0.8975183361800462172209384105,0.8975183361800462172209384105,0E-28,0,0.1024816638199537827790615895,0.1024816638199537827790615895,comparison_control_d3414f14d4ca,completed,comparison_treatment_de90f7477bc2,completed,-10.985613519090487,-0.0043942454076361945,False,0.13065067753720194,0.0,0.0,0,0,10,0,0.0
1,5,0.25,0,113,1,1,0,0,0,0,comparison_control_9b3b857d9879,completed,comparison_treatment_4d2548c459e3,completed,-2.490293297088792,-0.0009961173188355167,False,0.31523171824831536,0.0,0.0,0,0,20,0,0.0
1,5,0.5,0,114,1,1,0,0,0,0,comparison_control_fca40355c77e,completed,comparison_treatment_3b053d2b7fcb,completed,-4.440834230129393,-0.0017763336920517572,False,0.29789449048780975,0.0,0.0,0,0,20,0,0.0
1,5,0.75,0,115,1,1,0,0,0,0,comparison_control_915a7cb353a5,completed,comparison_treatment_eb6993812a64,completed,-2.288494017604457,-0.0009153976070417828,False,0.33162479477346596,0.0,0.0,0,0,20,0,0.0
1,5,1,0,116,1,1,0,0,0,0,comparison_control_e9f83cb0e49d,completed,comparison_treatment_69238ab40309,completed,-2.3411940863020777,-0.0009364776345208311,False,0.2888489298519809,0.0,0.0,0,0,20,0,0.0
2,0.2,0,0,117,0.9948815736651947009233239663,0.9948815736651947009233239663,0E-28,0,0.005118426334805299076676033721,0.005118426334805299076676033721,comparison_control_eab79c60a836,completed,comparison_treatment_3ec46670b0ec,completed,-10.971253419605134,-0.008777002735684106,False,0.04248408965135584,0.0,0.0,0,0,10,0,0.0
2,0.2,0.25,0,118,1,1,0,0,0,0,comparison_control_509c4785b1da,completed,comparison_treatment_cdaadada09d7,completed,-4.377025460970936,-0.003501620368776749,False,0.17782678975972907,0.0,0.0,0,0,20,0,0.0
2,0.2,0.5,0,119,1,1,0,0,0,0,comparison_control_c7b8b5890c30,completed,comparison_treatment_46ce4f77e3d5,completed,-4.281810723669868,-0.0034254485789358942,False,0.6891968085840255,0.0,0.0,0,0,20,0,0.0
2,0.2,0.75,0,120,1,1,0,0,0,0,comparison_control_ad022a96b8c2,completed,comparison_treatment_337aafc14774,completed,-1.5779812513625464,-0.0012623850010900371,False,0.6264307343962133,0.0004433559797183152,1.0,0,0,21,0,0.0
2,0.2,1,0,121,0.9993976508382692500752936452,0.9993976508382692500752936452,0E-28,0,0.0006023491617307499247063547837,0.0006023491617307499247063547837,comparison_control_b038be327f84,completed,comparison_treatment_36324be6e3cb,completed,-2.4300156047410875,-0.00194401248379287,False,0.9404362087253274,0.0,0.0,0,0,20,0,0.0
2,0.5,0,0,122,1,1,0,0,0,0,comparison_control_b6d1f599cf20,completed,comparison_treatment_d3a2734f086d,completed,-10.971253419605134,-0.008777002735684106,False,0.22176143700424275,0.0,0.0,0,0,10,0,0.0
2,0.5,0.25,0,123,0.9840217063611697316852577630,0.9840217063611697316852577630,0E-28,0,0.01597829363883026831474223696,0.01597829363883026831474223696,comparison_control_61ed3967f1de,completed,comparison_treatment_282911c88e5a,completed,-4.381810149966151,-0.0035054481199729213,False,0.4708362149356136,0.0,0.0,0,0,20,0,0.0
2,0.5,0.5,0,124,1,1,0,0,0,0,comparison_control_139e5f95bd0d,completed,comparison_treatment_e72b264c3ef3,completed,-1.5283403898890457,-0.0012226723119112366,False,0.8545560194568534,0.0008702247331867984,1.0,0,0,21,0,0.0
2,0.5,0.75,0,125,1,1,0,0,0,0,comparison_control_c09a3078a441,completed,comparison_treatment_544a94d085f0,completed,-2.3818101499661517,-0.0019054481199729213,False,0.4580456788415421,0.0,0.0,0,0,20,0,0.0
2,0.5,1,0,126,1,1,0,0,0,0,comparison_control_cc4e9484815c,completed,comparison_treatment_faa8cc31dfc8,completed,-2.5228138937138844,-0.0020182511149711073,False,1.0852232596935978,0.0,0.0,0,0,20,0,0.0
2,1,0,0,127,0.9995980303487086724952266104,0.9995980303487086724952266104,0E-28,0,0.0004019696512913275047733896091,0.0004019696512913275047733896091,comparison_control_44add7a0a3a5,completed,comparison_treatment_1561bf165717,completed,-10.971253419605134,-0.008777002735684106,False,0.26896040859619996,0.0,0.0,0,0,10,0,0.0
2,1,0.25,0,128,0.9972858866103739445114595899,0.9972858866103739445114595899,0E-28,0,0.002714113389626055488540410132,0.002714113389626055488540410132,comparison_control_06c1f6a5975b,completed,comparison_treatment_80e37789a5d4,completed,-6.281810723669868,-0.005025448578935894,False,0.8717581657360809,0.0,0.0,0,0,20,0,0.0
2,1,0.5,0,129,1,1,0,0,0,0,comparison_control_305a45cb0522,completed,comparison_treatment_d4068afe9b73,completed,-2.4300156047410875,-0.00194401248379287,False,0.5268994281939189,0.0,0.0,0,0,20,0,0.0
2,1,0.75,0,130,0.9961801367108966626457579413,0.9961801367108966626457579413,0E-28,0,0.003819863289103337354242058705,0.003819863289103337354242058705,comparison_control_c5a17e1b4452,completed,comparison_treatment_f0f34db35ccf,completed,-1.4300156047410875,-0.00114401248379287,False,0.5847858092267259,0.0,0.0,0,0,20,0,0.0
2,1,1,0,131,1,1,0,0,0,0,comparison_control_ff503228317b,completed,comparison_treatment_e3223e8d23f5,completed,-2.5283403898890455,-0.0020226723119112365,False,1.002895568160856,0.0,0.0,0,0,20,0,0.0
2,2,0,0,132,1,1,0,0,0,0,comparison_control_86c138dd9148,completed,comparison_treatment_5f19f494fbed,completed,-10.971253419605134,-0.008777002735684106,False,0.18747290629035232,0.0,0.0,0,0,10,0,0.0
2,2,0.25,0,133,1,1,0,0,0,0,comparison_control_3f522c1b7142,completed,comparison_treatment_cd001029dd19,completed,-4.2815714892201076,-0.0034252571913760857,False,0.6152441510082706,0.0,0.0,0,0,20,0,0.0
2,2,0.5,0,134,1,1,0,0,0,0,comparison_control_8b1602c7121e,completed,comparison_treatment_4badbf4a54a6,completed,-3.3818101499661517,-0.002705448119972921,False,0.5223658588337987,0.0,0.0,0,0,20,0,0.0
2,2,0.75,0,135,1,1,0,0,0,0,comparison_control_ff4698a1e2c5,completed,comparison_treatment_9ca52d4806ea,completed,-2.4240106396664047,-0.0019392085117331235,False,0.5949196412101089,0.0,0.0,0,0,20,0,0.0
