P_prefix,amount,day,payee,payer,step
34,34,1,H2,H1,1
57,57,1,H3,H2,2
73,73,1,H4,H3,3
137,64,1,H7,H6,4
163,90,1,H8,H7,5
163,76,1,dealer_short,H8,6
622,459,1,H10,H9,7
622,39,1,H11,H10,8
684,101,1,H12,H11,9
745,162,1,H13,H12,10
781,36,1,H15,H14,11
826,81,1,H16,H15,12
826,13,1,H17,H16,13
940,127,1,H18,H17,14
980,167,1,H19,H18,15
980,86,1,H20,H19,16
980,79,1,H21,H20,17
980,27,1,H22,H21,18
980,18,1,H23,H22,19
1072,110,1,H24,H23,20
1072,1,1,H25,H24,21
1399,328,1,H26,H25,22
1399,19,1,H27,H26,23
1454,74,1,H28,H27,24
1454,62,1,H29,H28,25
1570,178,1,H30,H29,26
1578,8,1,H32,H31,27
1578,4,1,H33,H32,28
1746,172,1,H34,H33,29
1746,43,1,H35,H34,30
1747,1,1,H37,H36,31
1820,73,1,H39,H38,32
1825,78,1,H40,H39,33
2072,247,1,H42,H41,34
2072,1,1,H43,H42,35
2073,2,1,H44,H43,36
2155,84,1,H45,H44,37
2351,280,1,H46,H45,38
2351,1,1,H47,H46,39
2397,47,1,H48,H47,40
2397,25,1,H49,H48,41
2439,67,1,dealer_short,H49,42
2440,1,1,H52,H51,43
2442,3,1,H53,H52,44
2616,177,1,H54,H53,45
2675,59,1,H56,H55,46
2675,21,1,dealer_short,H56,47
2804,129,1,H59,H58,48
2804,19,1,H60,H59,49
2804,1,1,H61,H60,50
3052,249,1,H62,H61,51
3052,100,1,H63,H62,52
3052,47,1,H64,H63,53
3289,284,1,H65,H64,54
3289,2,1,H66,H65,55
3360,73,1,dealer_short,H66,56
3799,439,1,H68,H67,57
3799,36,1,H69,H68,58
3917,154,1,H70,H69,59
4110,347,1,H71,H70,60
4110,20,1,H72,H71,61
4110,12,1,H73,H72,62
4126,28,1,H74,H73,63
4126,6,1,H75,H74,64
4201,75,1,H77,H76,65
4346,220,1,H78,H77,66
4346,50,1,dealer_short,H78,67
4795,449,1,H80,H79,68
4795,73,1,H81,H80,69
5035,240,1,H83,H82,70
5112,317,1,H84,H83,71
5112,59,1,H85,H84,72
5183,130,1,H86,H85,73
5192,9,1,H88,H87,74
5230,47,1,H89,H88,75
5230,8,1,H90,H89,76
5231,1,1,H92,H91,77
5271,41,1,H93,H92,78
5303,73,1,H94,H93,79
5404,174,1,H95,H94,80
5498,268,1,H96,H95,81
5498,69,1,H97,H96,82
5500,71,1,H98,H97,83
5745,316,1,H99,H98,84
5745,203,1,H100,H99,85
5711,142,1,H1,H100,86
