run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_111b8a35af1e,active,H2,PAY_e9d2b1000f5a,1,431,repaid,0,0,0,no_trade
balanced_active_111b8a35af1e,active,H2,PAY_a147c3473913,1,500,repaid,0,0,0,no_trade
balanced_active_111b8a35af1e,active,H1,PAY_8b7a4bb652e4,2,7,repaid,0,0,0,no_trade
balanced_active_111b8a35af1e,active,H1,PAY_6bce98b2fca5,2,500,repaid,0,0,0,no_trade
balanced_active_111b8a35af1e,active,H5,PAY_0e097b72a12c,8,85,repaid,0,0,0,no_trade
balanced_active_111b8a35af1e,active,H5,PAY_73315e7eec1b,8,500,repaid,0,0,0,no_trade
balanced_active_111b8a35af1e,active,H4,PAY_91b0bd337b3f,9,3396,repaid,0,0,0,no_trade
balanced_active_111b8a35af1e,active,H4,PAY_d9796c4e020a,9,500,repaid,0,0,0,no_trade
balanced_active_111b8a35af1e,active,H3,PAY_afbe76fd8bd8,10,8579,repaid,0,0,0,no_trade
balanced_active_111b8a35af1e,active,H3,PAY_bd4ce044f51b,10,500,repaid,0,0,0,no_trade
