P_prefix,amount,day,payee,payer,step
93,93,1,H2,H1,1
113,113,1,H3,H2,2
201,201,1,H4,H3,3
201,55,1,H5,H4,4
236,90,1,H6,H5,5
238,92,1,H7,H6,6
238,63,1,H8,H7,7
265,90,1,H9,H8,8
286,111,1,H10,H9,9
286,39,1,H11,H10,10
320,73,1,dealer_short,H11,11
529,209,1,H14,H13,12
529,39,1,H15,H14,13
610,120,1,H16,H15,14
610,16,1,H17,H16,15
708,98,1,H19,H18,16
712,102,1,H20,H19,17
730,120,1,H21,H20,18
730,62,1,dealer_short,H21,19
836,106,1,H23,H22,20
836,56,1,dealer_short,H23,21
946,110,1,H25,H24,22
946,40,1,H26,H25,23
1019,113,1,dealer_short,H26,24
1121,102,1,H28,H27,25
1121,93,1,H29,H28,26
1125,97,1,H30,H29,27
1125,40,1,H31,H30,28
1211,126,1,H32,H31,29
1211,82,1,H33,H32,30
1225,96,1,H34,H33,31
1235,106,1,H35,H34,32
1267,138,1,H36,H35,33
1267,40,1,H37,H36,34
1336,109,1,H38,H37,35
1336,62,1,H39,H38,36
1354,80,1,H40,H39,37
1362,88,1,H41,H40,38
1421,147,1,H42,H41,39
1515,241,1,H43,H42,40
1515,104,1,H44,H43,41
1581,170,1,dealer_short,H44,42
1702,121,1,H46,H45,43
1763,182,1,dealer_short,H46,44
1990,227,1,dealer_short,H47,45
2115,125,1,H49,H48,46
2115,88,1,H50,H49,47
2165,138,1,H51,H50,48
2165,50,1,H52,H51,49
2215,100,1,H53,H52,50
2215,100,1,H54,H53,51
2283,168,1,H55,H54,52
2283,66,1,H56,H55,53
2311,94,1,H57,H56,54
2311,43,1,H58,H57,55
2353,85,1,H59,H58,56
2385,117,1,H60,H59,57
2385,102,1,dealer_short,H60,58
2521,136,1,H62,H61,59
2521,54,1,dealer_short,H62,60
2651,130,1,H64,H63,61
2651,86,1,H65,H64,62
2651,42,1,H66,H65,63
2667,58,1,H67,H66,64
2728,119,1,H68,H67,65
2737,128,1,H69,H68,66
2737,64,1,H70,H69,67
2737,47,1,H71,H70,68
2737,36,1,H72,H71,69
2797,96,1,H73,H72,70
2829,128,1,H74,H73,71
2829,63,1,H75,H74,72
2919,153,1,H76,H75,73
2919,81,1,H77,H76,74
2919,41,1,H78,H77,75
2919,41,1,H79,H78,76
3010,132,1,H80,H79,77
3074,196,1,H81,H80,78
3074,22,1,H82,H81,79
3157,105,1,H83,H82,80
3157,60,1,H84,H83,81
3157,50,1,dealer_short,H84,82
3265,108,1,H86,H85,83
3265,103,1,H87,H86,84
3265,80,1,H88,H87,85
3265,29,1,H89,H88,86
3413,148,1,H91,H90,87
3413,57,1,H92,H91,88
3433,77,1,H93,H92,89
3500,144,1,H94,H93,90
3500,86,1,H95,H94,91
3524,110,1,H96,H95,92
3525,111,1,H97,H96,93
3525,43,1,H98,H97,94
3592,110,1,H99,H98,95
3689,207,1,H100,H99,96
3611,78,1,H1,H100,97
