G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.1792433931026225,20000,1318,452,1318,0,1,0.6570561456752656,452,10,10,,0.34294385432473445,1
0,0.18366328162492296,20000,1527,705,1527,0,2,0.5383104125736738,705,10,10,,0.46168958742632615,1
0,0.2096867438016529,20000,1375,381,1375,0,3,0.722909090909091,381,10,10,,0.2770909090909091,1
0,0.16684995996020288,20000,1015,717,1015,0,4,0.2935960591133005,717,10,10,,0.7064039408866996,1
0,0.14450305835140295,20000,583,583,583,0,5,0,583,10,10,,1,1
0,0.16091358296846456,20000,653,653,653,0,6,0,653,10,10,,1,1
0,0.19876633390146903,20000,777,507,777,0,7,0.3474903474903475,507,10,10,,0.6525096525096525,1
0,0.16978105276331645,20000,1027,781,1027,0,8,0.2395326192794547,781,10,10,,0.7604673807205453,1
0,0.21081683774204227,20000,963,225,963,0,9,0.7663551401869159,225,10,10,,0.2336448598130841,1
0,0.13029133221916217,20000,714,714,714,0,10,0,714,10,10,,1,1
