run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_49445522bf21,active,0,200,80,80,40,40499.99999999999970000000001,0.004938271604938271641518061270
balanced_active_49445522bf21,active,1,160,40,120,0,40499.99999999999970000000001,0.003950617283950617313214449016
balanced_active_49445522bf21,active,2,160,80,80,0,40499.99999999999970000000001,0.003950617283950617313214449016
balanced_active_49445522bf21,active,3,120,40,80,0,40499.99999999999970000000001,0.002962962962962962984910836762
balanced_active_49445522bf21,active,4,120,80,40,0,40499.99999999999970000000001,0.002962962962962962984910836762
balanced_active_49445522bf21,active,5,80,40,40,0,40499.99999999999970000000001,0.001975308641975308656607224508
balanced_active_49445522bf21,active,6,80,80,0,0,40499.99999999999970000000001,0.001975308641975308656607224508
balanced_active_49445522bf21,active,7,40,40,0,0,40499.99999999999970000000001,0.0009876543209876543283036122540
balanced_active_49445522bf21,active,8,40,40,0,0,40499.99999999999970000000001,0.0009876543209876543283036122540
balanced_active_49445522bf21,active,9,0,0,0,0,40499.99999999999970000000001,0E+23
balanced_active_49445522bf21,active,10,0,0,0,0,40499.99999999999970000000001,0E+23
balanced_active_49445522bf21,active,11,0,0,0,0,40499.99999999999970000000001,0E+23
