G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.11521594909347116,51875,1851,1851,1851,0,1,0,1851,13,10,,1,1
0,0.14245290082275666,51875,2159,1331,2159,0,2,0.38351088466882816,1331,13,10,,0.6164891153311718,1
0,0.11975265129197879,51875,872,0,872,0,3,1,0,13,10,,0,
0,0.11101331521346268,51875,1315,0,1315,0,4,1,0,13,10,,0,
0,0.1285388208408762,51875,1214,0,1214,0,5,1,0,13,10,,0,
0,0.12313949172267509,51875,1411,0,1411,0,6,1,0,13,10,,0,
0,0.14908803364625242,51875,2123,0,2123,0,7,1,0,13,10,,0,
0,0.13092577831828983,51875,1537,0,1537,0,8,1,0,13,10,,0,
0,0.09616039807490244,51875,1182,0,1182,0,9,1,0,13,10,,0,
0,0.09095438615161724,51875,1286,0,1286,0,10,1,0,13,10,,0,
