G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.6499963895010372,26950.0,2211,2211,2211,0,1,0,2211,2,1,,1,1
0,0.67980789755904,26950.0,2498,2498,2498,0,2,0,2498,2,1,,1,1
0,0.8373724489795918,26950.0,5600,5600,5600,0,8,0,5600,2,1,,1,1
0,0.6087561178128157,26950.0,1874,1874,1874,0,9,0,1874,2,1,,1,1
0,0.7077764795678426,26950.0,2814,2814,2814,0,10,0,2814,2,1,,1,1
