run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_0b764f814a6c,active,H2,PAY_940bd560fed4,1,1500,repaid,0,1,2733.30,sell_before
balanced_active_0b764f814a6c,active,H2,PAY_8ddacb1011ec,1,500,repaid,0,1,2733.30,sell_before
