G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.08921461838942307,16390,1664,0,1664,0,1,1,0,13,10,,0,
0,0.08768196854863236,16390,1653,0,1653,0,2,1,0,13,10,,0,
0,0.08922240249984977,16390,1548,0,1548,0,3,1,0,13,10,,0,
0,0.08768201724595212,16390,1362,0,1362,0,4,1,0,13,10,,0,
0,0.08892519406978457,16390,1499,0,1499,0,5,1,0,13,10,,0,
0,0.08877844942999716,16390,1570,0,1570,0,6,1,0,13,10,,0,
0,0.08366040428061831,16390,1450,0,1450,0,7,1,0,13,10,,0,
0,0.09785125728242763,16390,1507,0,1507,0,8,1,0,13,10,,0,
0,0.08930766049701692,16390,1173,0,1173,0,9,1,0,13,10,,0,
0,0.08979438721452827,16390,1529,0,1529,0,10,1,0,13,10,,0,
