run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_b214ca9e8bf9,active,0,200,80,40,80,22500.00000000000029999999999,0.008888888888888888770370370374
balanced_active_b214ca9e8bf9,active,1,160,40,80,40,22376.20000000000029999999999,0.007150454500764204728902300205
