G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.11949173634793653,13402,1201,396,1201,0,1,0.6702747710241466,396,10,10,,0.32972522897585343,1
0,0.11293767359649862,13402,872,734,872,0,2,0.15825688073394495,734,10,10,,0.841743119266055,1
0,0.14902322886680064,13402,969,571,969,0,3,0.4107327141382869,571,10,10,,0.5892672858617131,1
0,0.19340364780607192,13402,917,416,917,0,4,0.5463467829880043,416,10,10,,0.4536532170119956,1
0,0.13748270882852373,13402,1027,642,1027,0,5,0.3748782862706913,642,10,10,,0.6251217137293087,1
0,0.1988325903824865,13402,822,626,822,0,6,0.2384428223844282,626,10,10,,0.7615571776155717,1
0,0.13545464038661814,13402,1031,1031,1031,0,7,0,1031,10,10,,1,1
0,0.13414924987865065,13402,1194,736,1194,0,8,0.38358458961474035,736,10,10,,0.6164154103852596,1
0,0.1185418682313286,13402,895,734,895,0,9,0.17988826815642459,734,10,10,,0.8201117318435754,1
0,0.1468785903938996,13402,1019,769,1019,0,10,0.24533856722276742,769,10,10,,0.7546614327772326,1
