run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_4fa3bc9d7bc1,active,0,200,80,80,40,8437.500000000000299999999999,0.02370370370370370286090534980
balanced_active_4fa3bc9d7bc1,active,1,100,20,80,0,15701.81666666666689999999999,0.006368689822515229034897599416
