G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.1741628274832335,5000,2124,0,2124,0,1,1,0,13,10,,0,
0,0.16808279077007238,5000,1999,0,1999,0,2,1,0,13,10,,0,
0,0.18529168839285254,5000,1461,0,1461,0,3,1,0,12,10,,0,
0,0.14008194382722008,5000,971,0,971,0,4,1,0,13,10,,0,
0,0.10060858059573977,5000,1329,0,1329,0,5,1,0,13,10,,0,
0,0.1318090049671527,5000,790,0,790,0,6,1,0,12,10,,0,
0,0.13194301543332015,5000,1330,0,1330,0,7,1,0,13,10,,0,
0,0.14131521578783457,5000,988,0,988,0,8,1,0,13,10,,0,
0,0.22107023792617178,5000,2902,0,2902,0,9,1,0,12,10,,0,
0,0.10810424491050274,5000,1058,0,1058,0,10,1,0,13,10,,0,
