run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_86bdf70948db,active,0,200,80,120,0,40312.50000000000000000000001,0.004961240310077519379844961239
balanced_active_86bdf70948db,active,1,160,80,80,0,39818.80000000000000000000001,0.004018202457130802535485750449
balanced_active_86bdf70948db,active,2,120,80,40,0,39489.00000000000000000000001,0.003038820937476259211425966724
balanced_active_86bdf70948db,active,3,120,80,40,0,39489.00000000000000000000001,0.003038820937476259211425966724
balanced_active_86bdf70948db,active,4,80,40,40,0,39489.00000000000000000000001,0.002025880624984172807617311149
balanced_active_86bdf70948db,active,5,40,40,0,0,39489.00000000000000000000001,0.001012940312492086403808655575
balanced_active_86bdf70948db,active,6,40,40,0,0,39489.00000000000000000000001,0.001012940312492086403808655575
balanced_active_86bdf70948db,active,7,40,40,0,0,39489.00000000000000000000001,0.001012940312492086403808655575
balanced_active_86bdf70948db,active,8,0,0,0,0,39489.00000000000000000000001,0E+23
balanced_active_86bdf70948db,active,9,0,0,0,0,39489.00000000000000000000001,0E+23
balanced_active_86bdf70948db,active,10,0,0,0,0,39489.00000000000000000000001,0E+23
