run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_58b5c6d4b52d,active,0,200,80,120,0,41250.00000000000030000000001,0.004848484848484848449586776858
balanced_active_58b5c6d4b52d,active,1,160,80,80,0,41250.00000000000030000000001,0.003878787878787878759669421487
balanced_active_58b5c6d4b52d,active,2,120,80,40,0,41250.00000000000030000000001,0.002909090909090909069752066115
balanced_active_58b5c6d4b52d,active,3,120,80,40,0,41250.00000000000030000000001,0.002909090909090909069752066115
balanced_active_58b5c6d4b52d,active,4,80,40,40,0,41250.00000000000030000000001,0.001939393939393939379834710743
balanced_active_58b5c6d4b52d,active,5,40,40,0,0,41250.00000000000030000000001,0.0009696969696969696899173553717
balanced_active_58b5c6d4b52d,active,6,40,40,0,0,41250.00000000000030000000001,0.0009696969696969696899173553717
balanced_active_58b5c6d4b52d,active,7,40,40,0,0,41250.00000000000030000000001,0.0009696969696969696899173553717
balanced_active_58b5c6d4b52d,active,8,0,0,0,0,41250.00000000000030000000001,0E+23
balanced_active_58b5c6d4b52d,active,9,0,0,0,0,41250.00000000000030000000001,0E+23
balanced_active_58b5c6d4b52d,active,10,0,0,0,0,41250.00000000000030000000001,0E+23
