run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_58b5c6d4b52d,active,H2,PAY_8d3b58becda1,1,2748,repaid,0,0,0,no_trade
balanced_active_58b5c6d4b52d,active,H2,PAY_95ae0cd9f79d,1,500,repaid,0,0,0,no_trade
balanced_active_58b5c6d4b52d,active,H5,PAY_47e53de8af2e,2,3637,repaid,0,0,0,no_trade
balanced_active_58b5c6d4b52d,active,H5,PAY_1441fb9808c7,2,500,repaid,0,0,0,no_trade
balanced_active_58b5c6d4b52d,active,H1,PAY_b28e9eaf7c0d,4,1399,repaid,0,0,0,no_trade
balanced_active_58b5c6d4b52d,active,H1,PAY_e43c6a565d6e,4,500,repaid,0,0,0,no_trade
balanced_active_58b5c6d4b52d,active,H4,PAY_84b6603b64e3,5,2065,repaid,0,0,0,no_trade
balanced_active_58b5c6d4b52d,active,H4,PAY_22b457740254,5,500,repaid,0,0,0,no_trade
balanced_active_58b5c6d4b52d,active,H3,PAY_de192ea0c2e6,8,2649,repaid,0,0,0,no_trade
balanced_active_58b5c6d4b52d,active,H3,PAY_0ae7d89c6f38,8,500,repaid,0,0,0,no_trade
