G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.2182259924670366,2500,1498,18,1498,0,1,0.9879839786381842,18,10,10,,0.012016021361815754,1
0,0.21284545058237703,2500,1398,52,1398,0,2,0.9628040057224606,52,10,10,,0.03719599427753934,1
0,0.25525348070995857,2500,970,42,970,0,3,0.9567010309278351,42,9,9,,0.04329896907216495,1
0,0.21415823914336704,2500,574,45,574,0,4,0.921602787456446,45,10,10,,0.078397212543554,1
0,0.13459707950243374,2500,860,1,860,0,5,0.9988372093023256,1,10,10,,0.0011627906976744186,1
0,0.21002793912608136,2500,431,66,431,0,6,0.8468677494199536,66,8,8,,0.1531322505800464,1
0,0.18253562373156906,2500,862,36,862,0,7,0.9582366589327146,36,10,10,,0.04176334106728538,1
0,0.21523410405463056,2500,587,13,587,0,8,0.9778534923339012,13,10,10,,0.022146507666098807,1
0,0.2615625896647571,2500,2122,18,2122,0,9,0.9915174363807728,18,9,9,,0.008482563619227144,1
0,0.1524692493472429,2500,647,63,647,0,10,0.9026275115919629,63,10,10,,0.0973724884080371,1
