P_prefix,amount,day,payee,payer,step
60,60,1,H2,H1,1
188,188,1,H3,H2,2
188,79,1,H4,H3,3
224,115,1,H5,H4,4
255,146,1,H6,H5,5
255,90,1,H7,H6,6
323,158,1,H8,H7,7
323,110,1,H9,H8,8
323,45,1,H10,H9,9
353,75,1,H11,H10,10
395,117,1,H12,H11,11
395,33,1,H13,H12,12
485,123,1,H14,H13,13
539,177,1,H15,H14,14
539,134,1,H16,H15,15
539,88,1,H17,H16,16
574,123,1,H18,H17,17
574,120,1,H19,H18,18
611,157,1,dealer_short,H19,19
912,301,1,H21,H20,20
912,43,1,H22,H21,21
924,55,1,H23,H22,22
924,43,1,H24,H23,23
949,68,1,H25,H24,24
949,28,1,H26,H25,25
1083,162,1,H27,H26,26
1083,57,1,H28,H27,27
1119,93,1,H29,H28,28
1119,72,1,H30,H29,29
1181,134,1,H31,H30,30
1181,81,1,H32,H31,31
1181,71,1,H33,H32,32
1208,98,1,H34,H33,33
1208,96,1,H35,H34,34
1238,126,1,H36,H35,35
1238,37,1,H37,H36,36
1270,69,1,H38,H37,37
1270,34,1,H39,H38,38
1270,25,1,H40,H39,39
1314,69,1,H41,H40,40
1316,71,1,H42,H41,41
1365,120,1,H43,H42,42
1365,85,1,H44,H43,43
1460,180,1,H45,H44,44
1460,63,1,H46,H45,45
1495,98,1,H47,H46,46
1495,88,1,H48,H47,47
1511,104,1,H49,H48,48
1511,80,1,H50,H49,49
1569,138,1,H51,H50,50
1569,108,1,H52,H51,51
1569,65,1,H53,H52,52
1621,117,1,H54,H53,53
1625,121,1,H55,H54,54
1625,52,1,H56,H55,55
1625,48,1,H57,H56,56
1726,149,1,H58,H57,57
1726,74,1,H59,H58,58
1791,139,1,H60,H59,59
1791,28,1,H61,H60,60
1829,66,1,H62,H61,61
1896,133,1,H63,H62,62
1896,117,1,H64,H63,63
1975,196,1,H65,H64,64
1975,141,1,H66,H65,65
1999,165,1,H67,H66,66
1999,115,1,H68,H67,67
1999,30,1,H69,H68,68
2034,65,1,H70,H69,69
2105,136,1,H71,H70,70
2105,55,1,H72,H71,71
2146,96,1,H73,H72,72
2221,171,1,H74,H73,73
2221,162,1,H75,H74,74
2221,85,1,H76,H75,75
2221,71,1,H77,H76,76
2221,27,1,H78,H77,77
2347,153,1,H79,H78,78
2347,113,1,H80,H79,79
2347,101,1,H81,H80,80
2377,131,1,H82,H81,81
2377,99,1,H83,H82,82
2377,75,1,H84,H83,83
2395,93,1,H85,H84,84
2395,69,1,H86,H85,85
2395,32,1,H87,H86,86
2522,159,1,H88,H87,87
2522,131,1,H89,H88,88
2539,148,1,H90,H89,89
2539,60,1,H91,H90,90
2542,63,1,H92,H91,91
2542,31,1,H93,H92,92
2674,163,1,H94,H93,93
2674,63,1,H95,H94,94
2728,117,1,H96,H95,95
2738,127,1,H97,H96,96
2738,108,1,H98,H97,97
2738,62,1,H99,H98,98
2755,79,1,H100,H99,99
2731,115,1,H1,H100,100
