P_prefix,amount,day,payee,payer,step
260,260,1,H3,H2,1
333,73,1,H8,H7,2
438,105,1,H13,H12,3
494,56,1,H18,H17,4
600,106,1,H23,H22,5
640,40,1,H28,H27,6
818,178,1,H33,H32,7
909,91,1,H38,H37,8
1017,108,1,H43,H42,9
1218,201,1,H48,H47,10
1297,79,1,H53,H52,11
1413,116,1,H58,H57,12
1475,62,1,H63,H62,13
1662,187,1,H68,H67,14
1839,177,1,H73,H72,15
2040,201,1,H78,H77,16
2120,80,1,H83,H82,17
2252,132,1,H88,H87,18
2407,155,1,H93,H92,19
2510,103,1,H98,H97,20
2535,25,1,big_mid,H2,21
2560,25,1,big_short,H7,22
2585,25,1,big_long,H12,23
2610,25,1,big_mid,H17,24
2635,25,1,big_short,H22,25
2660,25,1,big_long,H27,26
2685,25,1,big_mid,H32,27
2710,25,1,big_short,H37,28
2735,25,1,big_long,H42,29
2760,25,1,big_mid,H47,30
2785,25,1,big_short,H52,31
2810,25,1,big_long,H57,32
2835,25,1,big_mid,H62,33
2860,25,1,big_short,H67,34
2885,25,1,big_long,H72,35
2910,25,1,big_mid,H77,36
2935,25,1,big_short,H82,37
2960,25,1,big_long,H87,38
2985,25,1,big_mid,H92,39
3010,25,1,big_short,H97,40
128,128,3,H4,H3,1
285,157,3,H9,H8,2
409,124,3,H14,H13,3
575,166,3,H19,H18,4
736,161,3,H24,H23,5
820,84,3,H29,H28,6
939,119,3,H34,H33,7
1029,90,3,H39,H38,8
1193,164,3,H44,H43,9
1300,107,3,H49,H48,10
1365,65,3,H54,H53,11
1515,150,3,H59,H58,12
1648,133,3,H64,H63,13
1755,107,3,H69,H68,14
1869,114,3,H74,H73,15
1960,91,3,H79,H78,16
2035,75,3,H84,H83,17
2127,92,3,H89,H88,18
2182,55,3,H94,H93,19
2305,123,3,H99,H98,20
2330,25,3,big_long,H3,21
2355,25,3,big_mid,H8,22
2380,25,3,big_short,H13,23
2405,25,3,big_long,H18,24
2430,25,3,big_mid,H23,25
2455,25,3,big_short,H28,26
2480,25,3,big_long,H33,27
2505,25,3,big_mid,H38,28
2530,25,3,big_short,H43,29
2555,25,3,big_long,H48,30
2580,25,3,big_mid,H53,31
2605,25,3,big_short,H58,32
2630,25,3,big_long,H63,33
2655,25,3,big_mid,H68,34
2680,25,3,big_short,H73,35
2705,25,3,big_long,H78,36
2730,25,3,big_mid,H83,37
2755,25,3,big_short,H88,38
2780,25,3,big_long,H93,39
2805,25,3,big_mid,H98,40
222,222,5,H5,H4,1
294,72,5,big_mid,H9,2
399,105,5,H15,H14,3
502,103,5,H20,H19,4
638,136,5,H25,H24,5
823,185,5,H30,H29,6
929,106,5,H35,H34,7
1026,97,5,H40,H39,8
1121,95,5,H45,H44,9
1225,104,5,H50,H49,10
1283,58,5,H55,H54,11
1474,191,5,H60,H59,12
1560,86,5,big_mid,H64,13
1769,209,5,H70,H69,14
1850,81,5,H75,H74,15
2054,204,5,H80,H79,16
2138,84,5,H85,H84,17
2252,114,5,big_mid,H89,18
2296,44,5,H95,H94,19
2480,184,5,H100,H99,20
2505,25,5,big_short,H4,21
2530,25,5,big_long,H9,22
2555,25,5,big_mid,H14,23
2580,25,5,big_short,H19,24
2605,25,5,big_long,H24,25
2630,25,5,big_mid,H29,26
2655,25,5,big_short,H34,27
2680,25,5,big_long,H39,28
2705,25,5,big_mid,H44,29
2730,25,5,big_short,H49,30
2755,25,5,big_long,H54,31
2780,25,5,big_mid,H59,32
2805,25,5,big_short,H64,33
2830,25,5,big_long,H69,34
2855,25,5,big_mid,H74,35
2880,25,5,big_short,H79,36
2905,25,5,big_long,H84,37
2930,25,5,big_mid,H89,38
2955,25,5,big_short,H94,39
2980,25,5,big_long,H99,40
66,66,7,H6,H5,1
346,280,7,H11,H10,2
458,112,7,H16,H15,3
576,118,7,H21,H20,4
696,120,7,H3,H25,5
791,95,7,H31,H30,6
950,159,7,H36,H35,7
1057,107,7,H41,H40,8
1159,102,7,H46,H45,9
1252,93,7,H51,H50,10
1368,116,7,H56,H55,11
1462,94,7,H61,H60,12
1700,238,7,H66,H65,13
1796,96,7,H71,H70,14
1977,181,7,H76,H75,15
2057,80,7,H81,H80,16
2245,188,7,H86,H85,17
2515,270,7,H91,H90,18
2580,65,7,H96,H95,19
2796,216,7,H1,H100,20
2821,25,7,big_mid,H5,21
2846,25,7,big_short,H10,22
2871,25,7,big_long,H15,23
2896,25,7,big_mid,H20,24
2921,25,7,big_short,H25,25
2946,25,7,big_long,H30,26
2971,25,7,big_mid,H35,27
2996,25,7,big_short,H40,28
3021,25,7,big_long,H45,29
3046,25,7,big_mid,H50,30
3071,25,7,big_short,H55,31
3096,25,7,big_long,H60,32
3121,25,7,big_mid,H65,33
3146,25,7,big_short,H70,34
3171,25,7,big_long,H75,35
3196,25,7,big_mid,H80,36
3221,25,7,big_short,H85,37
3246,25,7,big_long,H90,38
3271,25,7,big_mid,H95,39
3296,25,7,big_short,H100,40
108,108,9,big_mid,H1,1
172,64,9,H7,H6,2
208,36,9,H12,H11,3
274,66,9,H17,H16,4
371,97,9,H22,H21,5
660,289,9,H27,H26,6
794,134,9,H32,H31,7
887,93,9,H37,H36,8
962,75,9,H42,H41,9
1123,161,9,H47,H46,10
1309,186,9,H52,H51,11
1388,79,9,H57,H56,12
1547,159,9,H62,H61,13
1653,106,9,H67,H66,14
1846,193,9,H72,H71,15
1930,84,9,H77,H76,16
2025,95,9,H82,H81,17
2117,92,9,H87,H86,18
2247,130,9,H92,H91,19
2358,111,9,H97,H96,20
2383,25,9,big_short,H1,21
2408,25,9,big_long,H6,22
2433,25,9,big_mid,H11,23
2458,25,9,big_short,H16,24
2483,25,9,big_long,H21,25
2508,25,9,big_mid,H26,26
2533,25,9,big_short,H31,27
2558,25,9,big_long,H36,28
2583,25,9,big_mid,H41,29
2608,25,9,big_short,H46,30
2633,25,9,big_long,H51,31
2658,25,9,big_mid,H56,32
2683,25,9,big_short,H61,33
2708,25,9,big_long,H66,34
2733,25,9,big_mid,H71,35
2758,25,9,big_short,H76,36
2783,25,9,big_long,H81,37
2808,25,9,big_mid,H86,38
2833,25,9,big_short,H91,39
2858,25,9,big_long,H96,40
