G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.16343643479358666,28242,890,840,890,0,1,0.056179775280898875,840,8,10,,0.9438202247191011,1
0,0.26517631833358557,28242,2276,0,2276,0,2,1,0,10,10,,0,
0,0.2744194488131025,28242,1183,0,1183,0,3,1,0,9,10,,0,
0,0.14909803064823196,28242,716,0,716,0,4,1,0,9,10,,0,
0,0.3479562773502339,28242,2256,0,2256,0,5,1,0,11,10,,0,
0,0.28430795926163327,28242,1965,0,1965,0,6,1,0,10,10,,0,
0,0.16781463288174533,28242,473,0,473,0,7,1,0,11,10,,0,
0,0.16273208902750608,28242,1137,0,1137,0,8,1,0,11,10,,0,
0,0.2175246583089137,28242,1476,0,1476,0,9,1,0,10,10,,0,
0,0.7371625430891356,28242,2588,0,2588,0,10,1,0,10,10,,0,
