run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_1f7d36a4defe,active,H2,PAY_9b511b2d3a2b,1,1337,repaid,0,0,0,no_trade
balanced_active_1f7d36a4defe,active,H2,PAY_964850bb1478,1,500,repaid,0,0,0,no_trade
balanced_active_1f7d36a4defe,active,H3,PAY_ec441792c533,3,0,repaid,0,0,0,no_trade
balanced_active_1f7d36a4defe,active,H3,PAY_7fa6e93d57d7,3,500,repaid,0,0,0,no_trade
balanced_active_1f7d36a4defe,active,H4,PAY_16069b8ddbe5,5,3737,repaid,0,0,0,no_trade
balanced_active_1f7d36a4defe,active,H4,PAY_8bb9c0475381,5,500,repaid,0,0,0,no_trade
balanced_active_1f7d36a4defe,active,H5,PAY_29004fab35b2,7,3748,repaid,0,0,0,no_trade
balanced_active_1f7d36a4defe,active,H5,PAY_2725077d1a44,7,500,repaid,0,0,0,no_trade
balanced_active_1f7d36a4defe,active,H1,PAY_37aa27dbef42,9,3675,repaid,0,0,0,no_trade
balanced_active_1f7d36a4defe,active,H1,PAY_4d34806f5f5d,9,500,repaid,0,0,0,no_trade
