run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_11b9392c1dc2,active,0,200,80,40,80,11250.00000000000015000000000,0.01777777777777777754074074074
balanced_active_11b9392c1dc2,active,1,120,40,60,20,12067.55000000000015000000000,0.009944023434748561100504782229
balanced_active_11b9392c1dc2,active,2,100,0,100,0,11955.70000000000015000000000,0.008364211213061552125376876138
