run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_6825284323c4,active,0,200,80,80,40,12750.00000000000000000000000,0.01568627450980392156862745098
balanced_active_6825284323c4,active,1,160,40,120,0,12742.30000000000000000000000,0.01255660281110945433712908972
balanced_active_6825284323c4,active,2,160,80,80,0,12742.30000000000000000000000,0.01255660281110945433712908972
balanced_active_6825284323c4,active,3,120,40,80,0,12742.30000000000000000000000,0.009417452108332090752846817294
balanced_active_6825284323c4,active,4,120,80,40,0,12742.30000000000000000000000,0.009417452108332090752846817294
balanced_active_6825284323c4,active,5,80,40,40,0,12742.30000000000000000000000,0.006278301405554727168564544862
balanced_active_6825284323c4,active,6,80,80,0,0,12742.30000000000000000000000,0.006278301405554727168564544862
balanced_active_6825284323c4,active,7,40,40,0,0,12742.30000000000000000000000,0.003139150702777363584282272431
balanced_active_6825284323c4,active,8,40,40,0,0,12742.30000000000000000000000,0.003139150702777363584282272431
balanced_active_6825284323c4,active,9,0,0,0,0,12742.30000000000000000000000,0E+23
