run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_515d854620c1,active,0,200,80,80,40,12374.99999999999970000000000,0.01616161616161616200795837159
balanced_active_515d854620c1,active,1,140,20,120,0,13165.29999999999970000000001,0.01063401517625880178880880442
