run_id,phase,seed,n_agents,kappa,concentration,mu,monotonicity,maturity_days,Q_total,S1,L0,scenario_yaml,events_jsonl,balances_csv,metrics_csv,metrics_html,run_html,default_handling,dealer_enabled,status,time_to_stability,phi_total,delta_total,error
comparison_control_5f5f18ee7fa1,comparison_control,42,100,0.25,0.2,0,0,10,10000.0,9999.999999999999999999999996,40000,../runs/comparison_control_5f5f18ee7fa1/scenario.yaml,../runs/comparison_control_5f5f18ee7fa1/out/events.jsonl,../runs/comparison_control_5f5f18ee7fa1/out/balances.csv,../runs/comparison_control_5f5f18ee7fa1/out/metrics.csv,../runs/comparison_control_5f5f18ee7fa1/out/metrics.html,../runs/comparison_control_5f5f18ee7fa1/run.html,expel-agent,False,completed,1,0.4823364110798875953432356483,0.5176635889201124046567643517,
comparison_control_34cac33513d0,comparison_control,43,100,0.25,0.2,0.25,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_34cac33513d0/scenario.yaml,../runs/comparison_control_34cac33513d0/out/events.jsonl,../runs/comparison_control_34cac33513d0/out/balances.csv,../runs/comparison_control_34cac33513d0/out/metrics.csv,../runs/comparison_control_34cac33513d0/out/metrics.html,../runs/comparison_control_34cac33513d0/run.html,expel-agent,False,completed,9,0.5087842586085734364019676739,0.4912157413914265635980323261,
comparison_control_f384e2126685,comparison_control,44,100,0.25,0.2,0.5,0,10,10000.0,9999.999999999999999999999997,40000,../runs/comparison_control_f384e2126685/scenario.yaml,../runs/comparison_control_f384e2126685/out/events.jsonl,../runs/comparison_control_f384e2126685/out/balances.csv,../runs/comparison_control_f384e2126685/out/metrics.csv,../runs/comparison_control_f384e2126685/out/metrics.html,../runs/comparison_control_f384e2126685/run.html,expel-agent,False,completed,9,0.4203233256351039260969976905,0.5796766743648960739030023095,
comparison_control_97005d580e18,comparison_control,45,100,0.25,0.2,0.75,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_97005d580e18/scenario.yaml,../runs/comparison_control_97005d580e18/out/events.jsonl,../runs/comparison_control_97005d580e18/out/balances.csv,../runs/comparison_control_97005d580e18/out/metrics.csv,../runs/comparison_control_97005d580e18/out/metrics.html,../runs/comparison_control_97005d580e18/run.html,expel-agent,False,completed,10,0.4958827073709580236995380599,0.5041172926290419763004619401,
comparison_control_e35a8c5ff3a2,comparison_control,46,100,0.25,0.2,1,0,10,10000.0,10000.10453504823245365994351,40000,../runs/comparison_control_e35a8c5ff3a2/scenario.yaml,../runs/comparison_control_e35a8c5ff3a2/out/events.jsonl,../runs/comparison_control_e35a8c5ff3a2/out/balances.csv,../runs/comparison_control_e35a8c5ff3a2/out/metrics.csv,../runs/comparison_control_e35a8c5ff3a2/out/metrics.html,../runs/comparison_control_e35a8c5ff3a2/run.html,expel-agent,False,completed,10,0.3850170717011448081944165495,0.6149829282988551918055834505,
comparison_control_03292067dca1,comparison_control,47,100,0.25,0.5,0,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_03292067dca1/scenario.yaml,../runs/comparison_control_03292067dca1/out/events.jsonl,../runs/comparison_control_03292067dca1/out/balances.csv,../runs/comparison_control_03292067dca1/out/metrics.csv,../runs/comparison_control_03292067dca1/out/metrics.html,../runs/comparison_control_03292067dca1/run.html,expel-agent,False,completed,1,0.8976393771973882471120040181,0.1023606228026117528879959819,
comparison_control_3ffdf6fcb3dd,comparison_control,48,100,0.25,0.5,0.25,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_3ffdf6fcb3dd/scenario.yaml,../runs/comparison_control_3ffdf6fcb3dd/out/events.jsonl,../runs/comparison_control_3ffdf6fcb3dd/out/balances.csv,../runs/comparison_control_3ffdf6fcb3dd/out/metrics.csv,../runs/comparison_control_3ffdf6fcb3dd/out/metrics.html,../runs/comparison_control_3ffdf6fcb3dd/run.html,expel-agent,False,completed,9,0.8031551446945337620578778135,0.1968448553054662379421221865,
comparison_control_6f42f6b761b3,comparison_control,49,100,0.25,0.5,0.5,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_6f42f6b761b3/scenario.yaml,../runs/comparison_control_6f42f6b761b3/out/events.jsonl,../runs/comparison_control_6f42f6b761b3/out/balances.csv,../runs/comparison_control_6f42f6b761b3/out/metrics.csv,../runs/comparison_control_6f42f6b761b3/out/metrics.html,../runs/comparison_control_6f42f6b761b3/run.html,expel-agent,False,completed,9,0.8218916474017489194893959192,0.1781083525982510805106040808,
comparison_control_9d3769143cd9,comparison_control,50,100,0.25,0.5,0.75,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_9d3769143cd9/scenario.yaml,../runs/comparison_control_9d3769143cd9/out/events.jsonl,../runs/comparison_control_9d3769143cd9/out/balances.csv,../runs/comparison_control_9d3769143cd9/out/metrics.csv,../runs/comparison_control_9d3769143cd9/out/metrics.html,../runs/comparison_control_9d3769143cd9/run.html,expel-agent,False,completed,10,0.5711414790996784565916398714,0.4288585209003215434083601286,
comparison_control_91d9eb743d90,comparison_control,51,100,0.25,0.5,1,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_91d9eb743d90/scenario.yaml,../runs/comparison_control_91d9eb743d90/out/events.jsonl,../runs/comparison_control_91d9eb743d90/out/balances.csv,../runs/comparison_control_91d9eb743d90/out/metrics.csv,../runs/comparison_control_91d9eb743d90/out/metrics.html,../runs/comparison_control_91d9eb743d90/run.html,expel-agent,False,completed,10,0.6159179981911365691890262285,0.3840820018088634308109737715,
comparison_control_8a0c7d323f03,comparison_control,52,100,0.25,1,0,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_8a0c7d323f03/scenario.yaml,../runs/comparison_control_8a0c7d323f03/out/events.jsonl,../runs/comparison_control_8a0c7d323f03/out/balances.csv,../runs/comparison_control_8a0c7d323f03/out/metrics.csv,../runs/comparison_control_8a0c7d323f03/out/metrics.html,../runs/comparison_control_8a0c7d323f03/run.html,expel-agent,False,completed,1,0.9475271411338962605548854041,0.05247285886610373944511459590,
comparison_control_f840e2e85d17,comparison_control,53,100,0.25,1,0.25,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_f840e2e85d17/scenario.yaml,../runs/comparison_control_f840e2e85d17/out/events.jsonl,../runs/comparison_control_f840e2e85d17/out/balances.csv,../runs/comparison_control_f840e2e85d17/out/metrics.csv,../runs/comparison_control_f840e2e85d17/out/metrics.html,../runs/comparison_control_f840e2e85d17/run.html,expel-agent,False,completed,9,0.9369722557297949336550060314,0.06302774427020506634499396865,
comparison_control_f0ac6007c26a,comparison_control,54,100,0.25,1,0.5,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_f0ac6007c26a/scenario.yaml,../runs/comparison_control_f0ac6007c26a/out/events.jsonl,../runs/comparison_control_f0ac6007c26a/out/balances.csv,../runs/comparison_control_f0ac6007c26a/out/metrics.csv,../runs/comparison_control_f0ac6007c26a/out/metrics.html,../runs/comparison_control_f0ac6007c26a/run.html,expel-agent,False,completed,9,0.8849788859843153026342248140,0.1150211140156846973657751860,
comparison_control_ebd291890c05,comparison_control,55,100,0.25,1,0.75,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_ebd291890c05/scenario.yaml,../runs/comparison_control_ebd291890c05/out/events.jsonl,../runs/comparison_control_ebd291890c05/out/balances.csv,../runs/comparison_control_ebd291890c05/out/metrics.csv,../runs/comparison_control_ebd291890c05/out/metrics.html,../runs/comparison_control_ebd291890c05/run.html,expel-agent,False,completed,10,0.9108094519859225741578682755,0.08919054801407742584213172449,
comparison_control_bb648d7a89b5,comparison_control,56,100,0.25,1,1,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_bb648d7a89b5/scenario.yaml,../runs/comparison_control_bb648d7a89b5/out/events.jsonl,../runs/comparison_control_bb648d7a89b5/out/balances.csv,../runs/comparison_control_bb648d7a89b5/out/metrics.csv,../runs/comparison_control_bb648d7a89b5/out/metrics.html,../runs/comparison_control_bb648d7a89b5/run.html,expel-agent,False,completed,10,0.8944935691318327974276527331,0.1055064308681672025723472669,
comparison_control_2fccd651a294,comparison_control,57,100,0.25,2,0,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_2fccd651a294/scenario.yaml,../runs/comparison_control_2fccd651a294/out/events.jsonl,../runs/comparison_control_2fccd651a294/out/balances.csv,../runs/comparison_control_2fccd651a294/out/metrics.csv,../runs/comparison_control_2fccd651a294/out/metrics.html,../runs/comparison_control_2fccd651a294/run.html,expel-agent,False,completed,1,1,0,
comparison_control_08a4e4ea30cf,comparison_control,58,100,0.25,2,0.25,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_08a4e4ea30cf/scenario.yaml,../runs/comparison_control_08a4e4ea30cf/out/events.jsonl,../runs/comparison_control_08a4e4ea30cf/out/balances.csv,../runs/comparison_control_08a4e4ea30cf/out/metrics.csv,../runs/comparison_control_08a4e4ea30cf/out/metrics.html,../runs/comparison_control_08a4e4ea30cf/run.html,expel-agent,False,completed,9,1,0,
comparison_control_1d0bc3ae93de,comparison_control,59,100,0.25,2,0.5,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_1d0bc3ae93de/scenario.yaml,../runs/comparison_control_1d0bc3ae93de/out/events.jsonl,../runs/comparison_control_1d0bc3ae93de/out/balances.csv,../runs/comparison_control_1d0bc3ae93de/out/metrics.csv,../runs/comparison_control_1d0bc3ae93de/out/metrics.html,../runs/comparison_control_1d0bc3ae93de/run.html,expel-agent,False,completed,9,0.9536357236246605652217640551,0.04636427637533943477823594489,
comparison_control_83b861ac6859,comparison_control,60,100,0.25,2,0.75,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_83b861ac6859/scenario.yaml,../runs/comparison_control_83b861ac6859/out/events.jsonl,../runs/comparison_control_83b861ac6859/out/balances.csv,../runs/comparison_control_83b861ac6859/out/metrics.csv,../runs/comparison_control_83b861ac6859/out/metrics.html,../runs/comparison_control_83b861ac6859/run.html,expel-agent,False,completed,10,1,0,
comparison_control_d357788ce354,comparison_control,61,100,0.25,2,1,0,10,10000.0,10000.00000000000000000000000,40000,../runs/comparison_control_d357788ce354/scenario.yaml,../runs/comparison_control_d357788ce354/out/events.jsonl,../runs/comparison_control_d357788ce354/out/balances.csv,../runs/comparison_control_d357788ce354/out/metrics.csv,../runs/comparison_control_d357788ce354/out/metrics.html,../runs/comparison_control_d357788ce354/run.html,expel-agent,False,completed,10,0.9532757234726688102893890675,0.04672427652733118971061093247,
