G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.2640014591384244,20000,513,513,513,0,1,0,513,5,5,,1,1
0,0.3300538900288931,20000,1618,9,1618,0,2,0.9944375772558715,9,6,6,,0.005562422744128554,1
0,0.41736446032099705,20000,746,96,746,0,3,0.871313672922252,96,6,6,,0.128686327077748,1
0,0.2543068562839635,20000,372,372,372,0,4,0,372,6,6,,1,1
0,0.4350322759186821,20000,1604,257,1604,0,5,0.8397755610972568,257,8,8,,0.16022443890274315,1
0,0.3656468963003926,20000,1374,164,1374,0,6,0.8806404657933042,164,7,7,,0.11935953420669577,1
0,0.32609519000126247,20000,178,178,178,0,7,0,178,8,8,,1,1
0,0.23989287839714343,20000,710,251,710,0,8,0.6464788732394366,251,8,8,,0.35352112676056335,1
0,0.3011557684298209,20000,980,316,980,0,9,0.6775510204081633,316,7,7,,0.3224489795918367,1
0,0.8999405187451743,20000,1870,97,1870,0,10,0.9481283422459893,97,7,7,,0.051871657754010696,1
