run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_4952c439bc52,active,0,200,80,80,40,77999.99999999999969999999999,0.002564102564102564112426035503
balanced_active_4952c439bc52,active,1,160,40,120,0,77999.99999999999969999999999,0.002051282051282051289940828403
balanced_active_4952c439bc52,active,2,160,80,80,0,77999.99999999999969999999999,0.002051282051282051289940828403
balanced_active_4952c439bc52,active,3,120,40,80,0,77999.99999999999969999999999,0.001538461538461538467455621302
balanced_active_4952c439bc52,active,4,120,80,40,0,77999.99999999999969999999999,0.001538461538461538467455621302
balanced_active_4952c439bc52,active,5,80,40,40,0,77999.99999999999969999999999,0.001025641025641025644970414201
balanced_active_4952c439bc52,active,6,80,80,0,0,77999.99999999999969999999999,0.001025641025641025644970414201
balanced_active_4952c439bc52,active,7,40,40,0,0,77999.99999999999969999999999,0.0005128205128205128224852071007
balanced_active_4952c439bc52,active,8,40,40,0,0,77999.99999999999969999999999,0.0005128205128205128224852071007
balanced_active_4952c439bc52,active,9,0,0,0,0,77999.99999999999969999999999,0E+23
balanced_active_4952c439bc52,active,10,0,0,0,0,77999.99999999999969999999999,0E+23
balanced_active_4952c439bc52,active,11,0,0,0,0,77999.99999999999969999999999,0E+23
