G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.08860495686544569,6816,1243,0,1243,0,1,1,0,13,10,,0,
0,0.09016712526684037,6816,1755,0,1755,0,2,1,0,13,10,,0,
0,0.09556279438527845,6816,1409,0,1409,0,3,1,0,13,10,,0,
0,0.0962584932122384,6816,1355,0,1355,0,4,1,0,13,10,,0,
0,0.09209147927522979,6816,1309,0,1309,0,5,1,0,13,10,,0,
0,0.09261795764644767,6816,1404,0,1404,0,6,1,0,13,10,,0,
0,0.08690781505575047,6816,1415,0,1415,0,7,1,0,13,10,,0,
0,0.09735275931483327,6816,1807,0,1807,0,8,1,0,13,10,,0,
0,0.0877028304544876,6816,1593,0,1593,0,9,1,0,13,10,,0,
0,0.10205371914655849,6816,1658,0,1658,0,10,1,0,13,10,,0,
