G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.15299889097803213,26875,1558,0,1558,0,1,1,0,11,10,,0,
0,0.35576371583402555,26875,1272,0,1272,0,2,1,0,13,10,,0,
0,0.1196487981139974,26875,738,0,738,0,3,1,0,13,10,,0,
0,0.2085870801051184,26875,2168,0,2168,0,4,1,0,11,10,,0,
0,0.15826116677295649,26875,1499,0,1499,0,5,1,0,13,10,,0,
0,0.14798559926293864,26875,1264,0,1264,0,6,1,0,13,10,,0,
0,0.1465272281581146,26875,3192,0,3192,0,7,1,0,12,10,,0,
0,0.22372279163144548,26875,1456,0,1456,0,8,1,0,13,10,,0,
0,0.19288395062364638,26875,881,0,881,0,9,1,0,10,10,,0,
0,0.15452880253764975,26875,919,0,919,0,10,1,0,12,10,,0,
