P_prefix,amount,day,payee,payer,step
121,121,1,H3,H2,1
209,88,1,H13,H12,2
247,38,1,H23,H22,3
320,73,1,H33,H32,4
401,81,1,H43,H42,5
485,84,1,H53,H52,6
579,94,1,H63,H62,7
665,86,1,H73,H72,8
718,53,1,H83,H82,9
800,82,1,H93,H92,10
160,160,2,H6,H5,1
309,149,2,H16,H15,2
394,85,2,H26,H25,3
478,84,2,H36,H35,4
563,85,2,H46,H45,5
717,154,2,H56,H55,6
858,141,2,H66,H65,7
1001,143,2,H76,H75,8
1047,46,2,H86,H85,9
1137,90,2,H96,H95,10
172,172,3,H9,H8,1
242,70,3,H19,H18,2
293,51,3,H29,H28,3
422,129,3,H39,H38,4
490,68,3,H49,H48,5
588,98,3,H59,H58,6
777,189,3,H69,H68,7
847,70,3,H79,H78,8
912,65,3,H89,H88,9
1053,141,3,H99,H98,10
61,61,4,H2,H1,1
124,63,4,H12,H11,2
225,101,4,H22,H21,3
307,82,4,H32,H31,4
362,55,4,H42,H41,5
457,95,4,H52,H51,6
571,114,4,H62,H61,7
656,85,4,H72,H71,8
775,119,4,H82,H81,9
784,9,4,H92,H91,10
91,91,5,H5,H4,1
249,158,5,H15,H14,2
309,60,5,H25,H24,3
405,96,5,H35,H34,4
487,82,5,H45,H44,5
568,81,5,H55,H54,6
635,67,5,H65,H64,7
778,143,5,H75,H74,8
810,32,5,H85,H84,9
861,51,5,H95,H94,10
125,125,6,H8,H7,1
265,140,6,H18,H17,2
370,105,6,H28,H27,3
620,250,6,H38,H37,4
742,122,6,H48,H47,5
876,134,6,H58,H57,6
970,94,6,H68,H67,7
1085,115,6,H78,H77,8
1129,44,6,H88,H87,9
1198,69,6,H98,H97,10
98,98,7,H11,H10,1
173,75,7,H21,H20,2
290,117,7,H31,H30,3
435,145,7,H41,H40,4
543,108,7,H51,H50,5
640,97,7,H61,H60,6
781,141,7,H71,H70,7
893,112,7,H81,H80,8
1048,155,7,H91,H90,9
1137,89,7,H1,H100,10
117,117,8,H4,H3,1
160,43,8,H14,H13,2
287,127,8,H24,H23,3
414,127,8,H34,H33,4
551,137,8,H44,H43,5
629,78,8,H54,H53,6
795,166,8,H64,H63,7
899,104,8,H74,H73,8
1001,102,8,H84,H83,9
1042,41,8,H94,H93,10
70,70,9,H7,H6,1
215,145,9,H17,H16,2
320,105,9,H27,H26,3
375,55,9,dealer_short,H36,4
486,111,9,H47,H46,5
585,99,9,H57,H56,6
654,69,9,H67,H66,7
779,125,9,H77,H76,8
912,133,9,H87,H86,9
1045,133,9,H97,H96,10
145,145,10,H10,H9,1
226,81,10,H20,H19,2
350,124,10,H30,H29,3
425,75,10,H40,H39,4
520,95,10,H50,H49,5
584,64,10,H60,H59,6
659,75,10,H70,H69,7
742,83,10,H80,H79,8
770,28,10,H90,H89,9
892,122,10,H100,H99,10
