G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.35660749899737554,4661,1051,8,1051,0,1,0.9923882017126546,8,6,6,,0.007611798287345386,1
0,0.35755632646251506,4661,1719,84,1719,0,2,0.9511343804537522,84,7,7,,0.04886561954624782,1
0,0.20358850265129197,4661,2180,78,2180,0,3,0.9642201834862385,78,9,9,,0.03577981651376147,1
0,0.3888143492691194,4661,476,21,476,0,4,0.9558823529411765,21,7,7,,0.04411764705882353,1
0,0.7167950052029136,4661,310,49,310,0,5,0.8419354838709677,49,5,5,,0.15806451612903225,1
0,0.4739056107975753,4661,732,18,732,0,6,0.9754098360655737,18,6,6,,0.02459016393442623,1
0,0.22646604938271606,4661,72,72,72,0,7,0,72,6,6,,1,1
0,0.2750109161744863,4661,1859,203,1859,0,8,0.8908015061861215,203,8,8,,0.10919849381387843,1
0,0.18629997244516883,4661,413,336,413,0,9,0.1864406779661017,336,8,8,,0.8135593220338984,1
0,0.2636306810018587,4661,1153,73,1153,0,10,0.9366869037294016,73,9,9,,0.06331309627059845,1
