run_id,phase,seed,n_agents,kappa,concentration,mu,monotonicity,maturity_days,Q_total,S1,L0,scenario_yaml,events_jsonl,balances_csv,metrics_csv,metrics_html,run_html,default_handling,dealer_enabled,status,time_to_stability,phi_total,delta_total,error
balanced_active_e609f2b34c54,balanced_active,52,5,0.25,1,0,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_active_e609f2b34c54/scenario.yaml,../runs/balanced_active_e609f2b34c54/out/events.jsonl,../runs/balanced_active_e609f2b34c54/out/balances.csv,../runs/balanced_active_e609f2b34c54/out/metrics.csv,../runs/balanced_active_e609f2b34c54/out/metrics.html,../runs/balanced_active_e609f2b34c54/run.html,fail-fast,True,completed,1,1,0,
balanced_active_aebcaf26d260,balanced_active,53,5,0.25,1,0.25,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_active_aebcaf26d260/scenario.yaml,../runs/balanced_active_aebcaf26d260/out/events.jsonl,../runs/balanced_active_aebcaf26d260/out/balances.csv,../runs/balanced_active_aebcaf26d260/out/metrics.csv,../runs/balanced_active_aebcaf26d260/out/metrics.html,../runs/balanced_active_aebcaf26d260/run.html,fail-fast,True,completed,9,1,0,
balanced_active_0c42b6b6e2b1,balanced_active,54,5,0.25,1,0.5,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_active_0c42b6b6e2b1/scenario.yaml,../runs/balanced_active_0c42b6b6e2b1/out/events.jsonl,../runs/balanced_active_0c42b6b6e2b1/out/balances.csv,../runs/balanced_active_0c42b6b6e2b1/out/metrics.csv,../runs/balanced_active_0c42b6b6e2b1/out/metrics.html,../runs/balanced_active_0c42b6b6e2b1/run.html,fail-fast,True,completed,9,1,0,
balanced_active_1567e8a5c8cf,balanced_active,55,5,0.25,1,0.75,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_active_1567e8a5c8cf/scenario.yaml,../runs/balanced_active_1567e8a5c8cf/out/events.jsonl,../runs/balanced_active_1567e8a5c8cf/out/balances.csv,../runs/balanced_active_1567e8a5c8cf/out/metrics.csv,../runs/balanced_active_1567e8a5c8cf/out/metrics.html,../runs/balanced_active_1567e8a5c8cf/run.html,fail-fast,True,completed,8,1,0,
balanced_active_7c443aa28f58,balanced_active,56,5,0.25,1,1,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_active_7c443aa28f58/scenario.yaml,../runs/balanced_active_7c443aa28f58/out/events.jsonl,../runs/balanced_active_7c443aa28f58/out/balances.csv,../runs/balanced_active_7c443aa28f58/out/metrics.csv,../runs/balanced_active_7c443aa28f58/out/metrics.html,../runs/balanced_active_7c443aa28f58/run.html,fail-fast,True,completed,10,1,0,
balanced_active_b288fa159885,balanced_active,57,5,0.25,2,0,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_active_b288fa159885/scenario.yaml,../runs/balanced_active_b288fa159885/out/events.jsonl,../runs/balanced_active_b288fa159885/out/balances.csv,../runs/balanced_active_b288fa159885/out/metrics.csv,../runs/balanced_active_b288fa159885/out/metrics.html,../runs/balanced_active_b288fa159885/run.html,fail-fast,True,completed,1,1,0,
balanced_active_5844ed242c39,balanced_active,58,5,0.25,2,0.25,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_active_5844ed242c39/scenario.yaml,../runs/balanced_active_5844ed242c39/out/events.jsonl,../runs/balanced_active_5844ed242c39/out/balances.csv,../runs/balanced_active_5844ed242c39/out/metrics.csv,../runs/balanced_active_5844ed242c39/out/metrics.html,../runs/balanced_active_5844ed242c39/run.html,fail-fast,True,completed,9,1,0,
balanced_active_84dfeb0e915a,balanced_active,59,5,0.25,2,0.5,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_active_84dfeb0e915a/scenario.yaml,../runs/balanced_active_84dfeb0e915a/out/events.jsonl,../runs/balanced_active_84dfeb0e915a/out/balances.csv,../runs/balanced_active_84dfeb0e915a/out/metrics.csv,../runs/balanced_active_84dfeb0e915a/out/metrics.html,../runs/balanced_active_84dfeb0e915a/run.html,fail-fast,True,completed,9,1,0,
balanced_active_744d4f8ecd8a,balanced_active,60,5,0.25,2,0.75,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_active_744d4f8ecd8a/scenario.yaml,../runs/balanced_active_744d4f8ecd8a/out/events.jsonl,../runs/balanced_active_744d4f8ecd8a/out/balances.csv,../runs/balanced_active_744d4f8ecd8a/out/metrics.csv,../runs/balanced_active_744d4f8ecd8a/out/metrics.html,../runs/balanced_active_744d4f8ecd8a/run.html,fail-fast,True,completed,8,1,0,
balanced_active_b47ae0212505,balanced_active,61,5,0.25,2,1,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_active_b47ae0212505/scenario.yaml,../runs/balanced_active_b47ae0212505/out/events.jsonl,../runs/balanced_active_b47ae0212505/out/balances.csv,../runs/balanced_active_b47ae0212505/out/metrics.csv,../runs/balanced_active_b47ae0212505/out/metrics.html,../runs/balanced_active_b47ae0212505/run.html,fail-fast,True,completed,10,1,0,
balanced_active_5da601867f68,balanced_active,62,5,0.25,5,0,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_active_5da601867f68/scenario.yaml,../runs/balanced_active_5da601867f68/out/events.jsonl,../runs/balanced_active_5da601867f68/out/balances.csv,../runs/balanced_active_5da601867f68/out/metrics.csv,../runs/balanced_active_5da601867f68/out/metrics.html,../runs/balanced_active_5da601867f68/run.html,fail-fast,True,completed,1,1,0,
balanced_active_78e0266395c8,balanced_active,63,5,0.25,5,0.25,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_active_78e0266395c8/scenario.yaml,../runs/balanced_active_78e0266395c8/out/events.jsonl,../runs/balanced_active_78e0266395c8/out/balances.csv,../runs/balanced_active_78e0266395c8/out/metrics.csv,../runs/balanced_active_78e0266395c8/out/metrics.html,../runs/balanced_active_78e0266395c8/run.html,fail-fast,True,completed,9,1,0,
balanced_active_7bbb12d2b1db,balanced_active,64,5,0.25,5,0.5,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_active_7bbb12d2b1db/scenario.yaml,../runs/balanced_active_7bbb12d2b1db/out/events.jsonl,../runs/balanced_active_7bbb12d2b1db/out/balances.csv,../runs/balanced_active_7bbb12d2b1db/out/metrics.csv,../runs/balanced_active_7bbb12d2b1db/out/metrics.html,../runs/balanced_active_7bbb12d2b1db/run.html,fail-fast,True,completed,9,1,0,
balanced_active_77e955149f86,balanced_active,65,5,0.25,5,0.75,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_active_77e955149f86/scenario.yaml,../runs/balanced_active_77e955149f86/out/events.jsonl,../runs/balanced_active_77e955149f86/out/balances.csv,../runs/balanced_active_77e955149f86/out/metrics.csv,../runs/balanced_active_77e955149f86/out/metrics.html,../runs/balanced_active_77e955149f86/run.html,fail-fast,True,completed,8,1,0,
balanced_active_86d660712087,balanced_active,66,5,0.25,5,1,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_active_86d660712087/scenario.yaml,../runs/balanced_active_86d660712087/out/events.jsonl,../runs/balanced_active_86d660712087/out/balances.csv,../runs/balanced_active_86d660712087/out/metrics.csv,../runs/balanced_active_86d660712087/out/metrics.html,../runs/balanced_active_86d660712087/run.html,fail-fast,True,completed,10,1,0,
balanced_active_545a16a1150b,balanced_active,67,5,0.5,0.2,0,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_545a16a1150b/scenario.yaml,../runs/balanced_active_545a16a1150b/out/events.jsonl,../runs/balanced_active_545a16a1150b/out/balances.csv,../runs/balanced_active_545a16a1150b/out/metrics.csv,../runs/balanced_active_545a16a1150b/out/metrics.html,../runs/balanced_active_545a16a1150b/run.html,fail-fast,True,completed,1,0,1,
balanced_active_bd9aa6341fdb,balanced_active,68,5,0.5,0.2,0.25,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_bd9aa6341fdb/scenario.yaml,../runs/balanced_active_bd9aa6341fdb/out/events.jsonl,../runs/balanced_active_bd9aa6341fdb/out/balances.csv,../runs/balanced_active_bd9aa6341fdb/out/metrics.csv,../runs/balanced_active_bd9aa6341fdb/out/metrics.html,../runs/balanced_active_bd9aa6341fdb/run.html,fail-fast,True,completed,9,0.2788852590172678178545236349,0.7211147409827321821454763651,
balanced_active_6be08849dd69,balanced_active,69,5,0.5,0.2,0.5,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_6be08849dd69/scenario.yaml,../runs/balanced_active_6be08849dd69/out/events.jsonl,../runs/balanced_active_6be08849dd69/out/balances.csv,../runs/balanced_active_6be08849dd69/out/metrics.csv,../runs/balanced_active_6be08849dd69/out/metrics.html,../runs/balanced_active_6be08849dd69/run.html,fail-fast,True,completed,9,0.3319109214561941592212294973,0.6680890785438058407787705027,
balanced_active_587023f39aac,balanced_active,70,5,0.5,0.2,0.75,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_587023f39aac/scenario.yaml,../runs/balanced_active_587023f39aac/out/events.jsonl,../runs/balanced_active_587023f39aac/out/balances.csv,../runs/balanced_active_587023f39aac/out/metrics.csv,../runs/balanced_active_587023f39aac/out/metrics.html,../runs/balanced_active_587023f39aac/run.html,fail-fast,True,completed,8,0,1,
balanced_active_751ba9ed60f2,balanced_active,71,5,0.5,0.2,1,0,10,10000,15000.00344312569276030208684,27499.99999999999999999999999,../runs/balanced_active_751ba9ed60f2/scenario.yaml,../runs/balanced_active_751ba9ed60f2/out/events.jsonl,../runs/balanced_active_751ba9ed60f2/out/balances.csv,../runs/balanced_active_751ba9ed60f2/out/metrics.csv,../runs/balanced_active_751ba9ed60f2/out/metrics.html,../runs/balanced_active_751ba9ed60f2/run.html,fail-fast,True,completed,10,0.03333555570371358090539369291,0.9666644442962864190946063071,
balanced_active_42a4bef65d9c,balanced_active,72,5,0.5,0.5,0,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_42a4bef65d9c/scenario.yaml,../runs/balanced_active_42a4bef65d9c/out/events.jsonl,../runs/balanced_active_42a4bef65d9c/out/balances.csv,../runs/balanced_active_42a4bef65d9c/out/metrics.csv,../runs/balanced_active_42a4bef65d9c/out/metrics.html,../runs/balanced_active_42a4bef65d9c/run.html,fail-fast,True,completed,1,0.001200160021336178157087611682,0.9987998399786638218429123883,
balanced_active_902794fb60ad,balanced_active,73,5,0.5,0.5,0.25,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_902794fb60ad/scenario.yaml,../runs/balanced_active_902794fb60ad/out/events.jsonl,../runs/balanced_active_902794fb60ad/out/balances.csv,../runs/balanced_active_902794fb60ad/out/metrics.csv,../runs/balanced_active_902794fb60ad/out/metrics.html,../runs/balanced_active_902794fb60ad/run.html,fail-fast,True,completed,9,1,0,
balanced_active_d153e9b786d5,balanced_active,74,5,0.5,0.5,0.5,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_d153e9b786d5/scenario.yaml,../runs/balanced_active_d153e9b786d5/out/events.jsonl,../runs/balanced_active_d153e9b786d5/out/balances.csv,../runs/balanced_active_d153e9b786d5/out/metrics.csv,../runs/balanced_active_d153e9b786d5/out/metrics.html,../runs/balanced_active_d153e9b786d5/run.html,fail-fast,True,completed,9,0.6690004667600186704007468160,0.3309995332399813295992531840,
balanced_active_96b7b2038248,balanced_active,75,5,0.5,0.5,0.75,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_96b7b2038248/scenario.yaml,../runs/balanced_active_96b7b2038248/out/events.jsonl,../runs/balanced_active_96b7b2038248/out/balances.csv,../runs/balanced_active_96b7b2038248/out/metrics.csv,../runs/balanced_active_96b7b2038248/out/metrics.html,../runs/balanced_active_96b7b2038248/run.html,fail-fast,True,completed,8,0.2765702093612481664221896253,0.7234297906387518335778103747,
balanced_active_1f375311f4ec,balanced_active,76,5,0.5,0.5,1,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_1f375311f4ec/scenario.yaml,../runs/balanced_active_1f375311f4ec/out/events.jsonl,../runs/balanced_active_1f375311f4ec/out/balances.csv,../runs/balanced_active_1f375311f4ec/out/metrics.csv,../runs/balanced_active_1f375311f4ec/out/metrics.html,../runs/balanced_active_1f375311f4ec/run.html,fail-fast,True,completed,10,0.1146229245849169833966793359,0.8853770754150830166033206641,
balanced_active_3e4ad37c727d,balanced_active,77,5,0.5,1,0,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_3e4ad37c727d/scenario.yaml,../runs/balanced_active_3e4ad37c727d/out/events.jsonl,../runs/balanced_active_3e4ad37c727d/out/balances.csv,../runs/balanced_active_3e4ad37c727d/out/metrics.csv,../runs/balanced_active_3e4ad37c727d/out/metrics.html,../runs/balanced_active_3e4ad37c727d/run.html,fail-fast,True,completed,1,0.8332999933319997332799893312,0.1667000066680002667200106688,
balanced_active_aaf90b3988ed,balanced_active,78,5,0.5,1,0.25,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_aaf90b3988ed/scenario.yaml,../runs/balanced_active_aaf90b3988ed/out/events.jsonl,../runs/balanced_active_aaf90b3988ed/out/balances.csv,../runs/balanced_active_aaf90b3988ed/out/metrics.csv,../runs/balanced_active_aaf90b3988ed/out/metrics.html,../runs/balanced_active_aaf90b3988ed/run.html,fail-fast,True,completed,9,0,1,
balanced_active_914ec3c90338,balanced_active,79,5,0.5,1,0.5,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_914ec3c90338/scenario.yaml,../runs/balanced_active_914ec3c90338/out/events.jsonl,../runs/balanced_active_914ec3c90338/out/balances.csv,../runs/balanced_active_914ec3c90338/out/metrics.csv,../runs/balanced_active_914ec3c90338/out/metrics.html,../runs/balanced_active_914ec3c90338/run.html,fail-fast,True,completed,9,0.1943184849293144838623632969,0.8056815150706855161376367031,
balanced_active_e30efcc2b536,balanced_active,80,5,0.5,1,0.75,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_e30efcc2b536/scenario.yaml,../runs/balanced_active_e30efcc2b536/out/events.jsonl,../runs/balanced_active_e30efcc2b536/out/balances.csv,../runs/balanced_active_e30efcc2b536/out/metrics.csv,../runs/balanced_active_e30efcc2b536/out/metrics.html,../runs/balanced_active_e30efcc2b536/run.html,fail-fast,True,completed,8,0.1088884443555377742215109689,0.8911115556444622257784890311,
balanced_active_5c07f2d93501,balanced_active,81,5,0.5,1,1,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_5c07f2d93501/scenario.yaml,../runs/balanced_active_5c07f2d93501/out/events.jsonl,../runs/balanced_active_5c07f2d93501/out/balances.csv,../runs/balanced_active_5c07f2d93501/out/metrics.csv,../runs/balanced_active_5c07f2d93501/out/metrics.html,../runs/balanced_active_5c07f2d93501/run.html,fail-fast,True,completed,10,1,0,
balanced_active_2ed19b042237,balanced_active,82,5,0.5,2,0,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_2ed19b042237/scenario.yaml,../runs/balanced_active_2ed19b042237/out/events.jsonl,../runs/balanced_active_2ed19b042237/out/balances.csv,../runs/balanced_active_2ed19b042237/out/metrics.csv,../runs/balanced_active_2ed19b042237/out/metrics.html,../runs/balanced_active_2ed19b042237/run.html,fail-fast,True,completed,1,0.04627283637818375783437791706,0.9537271636218162421656220829,
balanced_active_e33d279f07ff,balanced_active,83,5,0.5,2,0.25,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_e33d279f07ff/scenario.yaml,../runs/balanced_active_e33d279f07ff/out/events.jsonl,../runs/balanced_active_e33d279f07ff/out/balances.csv,../runs/balanced_active_e33d279f07ff/out/metrics.csv,../runs/balanced_active_e33d279f07ff/out/metrics.html,../runs/balanced_active_e33d279f07ff/run.html,fail-fast,True,completed,9,1,0,
balanced_active_afde2108bc42,balanced_active,84,5,0.5,2,0.5,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_afde2108bc42/scenario.yaml,../runs/balanced_active_afde2108bc42/out/events.jsonl,../runs/balanced_active_afde2108bc42/out/balances.csv,../runs/balanced_active_afde2108bc42/out/metrics.csv,../runs/balanced_active_afde2108bc42/out/metrics.html,../runs/balanced_active_afde2108bc42/run.html,fail-fast,True,completed,9,1,0,
balanced_active_ac04fa8fa610,balanced_active,85,5,0.5,2,0.75,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_ac04fa8fa610/scenario.yaml,../runs/balanced_active_ac04fa8fa610/out/events.jsonl,../runs/balanced_active_ac04fa8fa610/out/balances.csv,../runs/balanced_active_ac04fa8fa610/out/metrics.csv,../runs/balanced_active_ac04fa8fa610/out/metrics.html,../runs/balanced_active_ac04fa8fa610/run.html,fail-fast,True,completed,8,0.8508467795706094145886118149,0.1491532204293905854113881851,
balanced_active_acfc53c3a692,balanced_active,86,5,0.5,2,1,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_acfc53c3a692/scenario.yaml,../runs/balanced_active_acfc53c3a692/out/events.jsonl,../runs/balanced_active_acfc53c3a692/out/balances.csv,../runs/balanced_active_acfc53c3a692/out/metrics.csv,../runs/balanced_active_acfc53c3a692/out/metrics.html,../runs/balanced_active_acfc53c3a692/run.html,fail-fast,True,completed,10,1,0,
balanced_active_19e837d7dc27,balanced_active,87,5,0.5,5,0,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_19e837d7dc27/scenario.yaml,../runs/balanced_active_19e837d7dc27/out/events.jsonl,../runs/balanced_active_19e837d7dc27/out/balances.csv,../runs/balanced_active_19e837d7dc27/out/metrics.csv,../runs/balanced_active_19e837d7dc27/out/metrics.html,../runs/balanced_active_19e837d7dc27/run.html,fail-fast,True,completed,1,1,0,
balanced_active_6137c6b5d7b1,balanced_active,88,5,0.5,5,0.25,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_6137c6b5d7b1/scenario.yaml,../runs/balanced_active_6137c6b5d7b1/out/events.jsonl,../runs/balanced_active_6137c6b5d7b1/out/balances.csv,../runs/balanced_active_6137c6b5d7b1/out/metrics.csv,../runs/balanced_active_6137c6b5d7b1/out/metrics.html,../runs/balanced_active_6137c6b5d7b1/run.html,fail-fast,True,completed,9,1,0,
balanced_active_ea5544d35d8a,balanced_active,89,5,0.5,5,0.5,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_ea5544d35d8a/scenario.yaml,../runs/balanced_active_ea5544d35d8a/out/events.jsonl,../runs/balanced_active_ea5544d35d8a/out/balances.csv,../runs/balanced_active_ea5544d35d8a/out/metrics.csv,../runs/balanced_active_ea5544d35d8a/out/metrics.html,../runs/balanced_active_ea5544d35d8a/run.html,fail-fast,True,completed,9,1,0,
balanced_active_e53e3aa37de8,balanced_active,90,5,0.5,5,0.75,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_e53e3aa37de8/scenario.yaml,../runs/balanced_active_e53e3aa37de8/out/events.jsonl,../runs/balanced_active_e53e3aa37de8/out/balances.csv,../runs/balanced_active_e53e3aa37de8/out/metrics.csv,../runs/balanced_active_e53e3aa37de8/out/metrics.html,../runs/balanced_active_e53e3aa37de8/run.html,fail-fast,True,completed,8,1,0,
balanced_active_d1ce02ab9722,balanced_active,91,5,0.5,5,1,0,10,10000,15000.00000000000000000000000,27499.99999999999999999999999,../runs/balanced_active_d1ce02ab9722/scenario.yaml,../runs/balanced_active_d1ce02ab9722/out/events.jsonl,../runs/balanced_active_d1ce02ab9722/out/balances.csv,../runs/balanced_active_d1ce02ab9722/out/metrics.csv,../runs/balanced_active_d1ce02ab9722/out/metrics.html,../runs/balanced_active_d1ce02ab9722/run.html,fail-fast,True,completed,10,1,0,
balanced_active_20799ffc0af1,balanced_active,92,5,1,0.2,0,0,10,10000,15000.00000000000000000000000,14999.99999999999999999999999,../runs/balanced_active_20799ffc0af1/scenario.yaml,../runs/balanced_active_20799ffc0af1/out/events.jsonl,../runs/balanced_active_20799ffc0af1/out/balances.csv,../runs/balanced_active_20799ffc0af1/out/metrics.csv,../runs/balanced_active_20799ffc0af1/out/metrics.html,../runs/balanced_active_20799ffc0af1/run.html,fail-fast,True,completed,1,0.1717562341645552740365382051,0.8282437658354447259634617949,
balanced_active_c146b693984a,balanced_active,93,5,1,0.2,0.25,0,10,10000,15000.00000000000000000000000,14999.99999999999999999999999,../runs/balanced_active_c146b693984a/scenario.yaml,../runs/balanced_active_c146b693984a/out/events.jsonl,../runs/balanced_active_c146b693984a/out/balances.csv,../runs/balanced_active_c146b693984a/out/metrics.csv,../runs/balanced_active_c146b693984a/out/metrics.html,../runs/balanced_active_c146b693984a/run.html,fail-fast,True,completed,9,0.03347112948393119082544339245,0.9665288705160688091745566075,
balanced_active_a4b3a2f34b9c,balanced_active,94,5,1,0.2,0.5,0,10,10000,15000.02493871709842044288067,14999.99999999999999999999999,../runs/balanced_active_a4b3a2f34b9c/scenario.yaml,../runs/balanced_active_a4b3a2f34b9c/out/events.jsonl,../runs/balanced_active_a4b3a2f34b9c/out/balances.csv,../runs/balanced_active_a4b3a2f34b9c/out/metrics.csv,../runs/balanced_active_a4b3a2f34b9c/out/metrics.html,../runs/balanced_active_a4b3a2f34b9c/run.html,fail-fast,True,completed,9,0.1753567142285638085078010401,0.8246432857714361914921989599,
balanced_active_7038af36db61,balanced_active,95,5,1,0.2,0.75,0,10,10000,15000.00000000000000000000000,14999.99999999999999999999999,../runs/balanced_active_7038af36db61/scenario.yaml,../runs/balanced_active_7038af36db61/out/events.jsonl,../runs/balanced_active_7038af36db61/out/balances.csv,../runs/balanced_active_7038af36db61/out/metrics.csv,../runs/balanced_active_7038af36db61/out/metrics.html,../runs/balanced_active_7038af36db61/run.html,fail-fast,True,completed,8,0,1,
balanced_active_5e36ea6d5dd9,balanced_active,96,5,1,0.2,1,0,10,10000,14999.99999999999999999999999,14999.99999999999999999999999,../runs/balanced_active_5e36ea6d5dd9/scenario.yaml,../runs/balanced_active_5e36ea6d5dd9/out/events.jsonl,../runs/balanced_active_5e36ea6d5dd9/out/balances.csv,../runs/balanced_active_5e36ea6d5dd9/out/metrics.csv,../runs/balanced_active_5e36ea6d5dd9/out/metrics.html,../runs/balanced_active_5e36ea6d5dd9/run.html,fail-fast,True,completed,10,0,1,
