run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_a759d07f6d1a,active,0,200,80,80,40,41250.00000000000030000000001,0.004848484848484848449586776858
balanced_active_a759d07f6d1a,active,1,160,40,120,0,40624.30000000000030000000001,0.003938529402352778972645465380
balanced_active_a759d07f6d1a,active,2,160,80,80,0,40624.30000000000030000000001,0.003938529402352778972645465380
balanced_active_a759d07f6d1a,active,3,120,40,80,0,40624.30000000000030000000001,0.002953897051764584229484099035
balanced_active_a759d07f6d1a,active,4,120,80,40,0,40624.30000000000030000000001,0.002953897051764584229484099035
balanced_active_a759d07f6d1a,active,5,80,40,40,0,40624.30000000000030000000001,0.001969264701176389486322732690
balanced_active_a759d07f6d1a,active,6,80,80,0,0,40624.30000000000030000000001,0.001969264701176389486322732690
balanced_active_a759d07f6d1a,active,7,40,40,0,0,40624.30000000000030000000001,0.0009846323505881947431613663451
balanced_active_a759d07f6d1a,active,8,40,40,0,0,40624.30000000000030000000001,0.0009846323505881947431613663451
balanced_active_a759d07f6d1a,active,9,0,0,0,0,40624.30000000000030000000001,0E+23
balanced_active_a759d07f6d1a,active,10,0,0,0,0,40624.30000000000030000000001,0E+23
balanced_active_a759d07f6d1a,active,11,0,0,0,0,40624.30000000000030000000001,0E+23
