G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.27527955094299333,51875,1826,702,1826,0,1,0.615553121577218,702,10,10,,0.384446878422782,1
0,0.29807705720451744,51875,2637,0,2637,0,2,1,0,10,10,,0,
0,0.10746144112718443,51875,1710,0,1710,0,3,1,0,12,10,,0,
0,0.2180150277520421,51875,1372,0,1372,0,4,1,0,11,10,,0,
0,0.2045355902777778,51875,2112,0,2112,0,5,1,0,11,10,,0,
0,0.18376844366555486,51875,665,0,665,0,6,1,0,6,10,,0,
0,0.40901081157512076,51875,811,0,811,0,7,1,0,8,10,,0,
0,0.4645250952533834,51875,1511,0,1511,0,8,1,0,9,10,,0,
0,0.15994624095432117,51875,553,0,553,0,9,1,0,11,10,,0,
0,0.2927727061780636,51875,1767,0,1767,0,10,1,0,12,10,,0,
