run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_aba5a9383251,active,0,200,80,40,80,8062.499999999999999999999999,0.02480620155038759689922480620
balanced_active_aba5a9383251,active,1,80,20,40,20,17990.34999999999999999999999,0.004446828438579571826006720272
