G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.19533599032566193,22301,922,671,922,0,1,0.272234273318872,671,10,10,,0.7277657266811279,1
0,0.18478614252022307,22301,1704,550,1704,0,2,0.6772300469483568,550,10,10,,0.3227699530516432,1
0,0.23777146217305173,22301,1203,441,1203,0,3,0.6334164588528678,441,10,10,,0.36658354114713215,1
0,0.22424623585873332,22301,633,633,633,0,4,0,633,10,10,,1,1
0,0.22633744855967078,22301,729,729,729,0,5,0,729,9,9,,1,1
0,0.22977714426687865,22301,382,382,382,0,6,0,382,9,9,,1,1
0,0.28038047015126744,22301,1004,538,1004,0,7,0.4641434262948207,538,10,10,,0.5358565737051793,1
0,0.19940454234653038,22301,953,597,953,0,8,0.37355718782791186,597,10,10,,0.6264428121720882,1
0,0.2299246193140087,22301,999,999,999,0,9,0,999,10,10,,1,1
0,0.13940029629099887,22301,1419,1419,1419,0,10,0,1419,9,9,,1,1
